"","GEOID","NAME","variable","estimate","moe"
"73","42039","Crawford County, Pennsylvania","totpopwhite",83856,230
"74","42039","Crawford County, Pennsylvania","bachdegree",6966,762
"75","42039","Crawford County, Pennsylvania","medincome",22325,1212
"76","42041","Cumberland County, Pennsylvania","totpop",241212,NA
"77","42041","Cumberland County, Pennsylvania","medage",40.8,0.4
"78","42041","Cumberland County, Pennsylvania","totpopwhite",217130,1088
"79","42041","Cumberland County, Pennsylvania","bachdegree",32612,3176
"80","42041","Cumberland County, Pennsylvania","medincome",30127,1199
"81","42043","Dauphin County, Pennsylvania","totpop",270937,NA
"82","42043","Dauphin County, Pennsylvania","medage",39.2,0.7
"83","42043","Dauphin County, Pennsylvania","totpopwhite",194691,2251
"84","42043","Dauphin County, Pennsylvania","bachdegree",32730,2892
"85","42043","Dauphin County, Pennsylvania","medincome",30513,764
"86","42045","Delaware County, Pennsylvania","totpop",561973,NA
"87","42045","Delaware County, Pennsylvania","medage",38.7,0.4
"88","42045","Delaware County, Pennsylvania","totpopwhite",397293,2409
"89","42045","Delaware County, Pennsylvania","bachdegree",80649,4105
"90","42045","Delaware County, Pennsylvania","medincome",31603,769
"91","42049","Erie County, Pennsylvania","totpop",280294,NA
"92","42049","Erie County, Pennsylvania","medage",38.7,0.5
"93","42049","Erie County, Pennsylvania","totpopwhite",246992,997
"94","42049","Erie County, Pennsylvania","bachdegree",33614,2192
"95","42049","Erie County, Pennsylvania","medincome",22950,931
"96","42051","Fayette County, Pennsylvania","totpop",134999,NA
"97","42051","Fayette County, Pennsylvania","medage",44.1,0.3
"98","42051","Fayette County, Pennsylvania","totpopwhite",NA,NA
"99","42051","Fayette County, Pennsylvania","bachdegree",9366,1067
"100","42051","Fayette County, Pennsylvania","medincome",21001,1037
"101","42055","Franklin County, Pennsylvania","totpop",152085,NA
"102","42055","Franklin County, Pennsylvania","medage",41,0.9
"103","42055","Franklin County, Pennsylvania","totpopwhite",141912,1024
"104","42055","Franklin County, Pennsylvania","bachdegree",12270,1710
"105","42055","Franklin County, Pennsylvania","medincome",30505,1171
"106","42063","Indiana County, Pennsylvania","totpop",87745,NA
"107","42063","Indiana County, Pennsylvania","medage",39.8,0.9
"108","42063","Indiana County, Pennsylvania","totpopwhite",83133,420
"109","42063","Indiana County, Pennsylvania","bachdegree",7700,1073
"110","42063","Indiana County, Pennsylvania","medincome",21485,1087
"111","42069","Lackawanna County, Pennsylvania","totpop",213931,NA
"112","42069","Lackawanna County, Pennsylvania","medage",42,0.4
"113","42069","Lackawanna County, Pennsylvania","totpopwhite",199502,788
"114","42069","Lackawanna County, Pennsylvania","bachdegree",24751,2127
"115","42069","Lackawanna County, Pennsylvania","medincome",23614,1200
"116","42071","Lancaster County, Pennsylvania","totpop",529600,NA
"117","42071","Lancaster County, Pennsylvania","medage",38.7,0.4
"118","42071","Lancaster County, Pennsylvania","totpopwhite",467534,3673
"119","42071","Lancaster County, Pennsylvania","bachdegree",60413,3102
"120","42071","Lancaster County, Pennsylvania","medincome",27532,966
"121","42073","Lawrence County, Pennsylvania","totpop",89333,NA
"122","42073","Lawrence County, Pennsylvania","medage",44.7,0.5
"123","42073","Lawrence County, Pennsylvania","totpopwhite",NA,NA
"124","42073","Lawrence County, Pennsylvania","bachdegree",7626,895
"125","42073","Lawrence County, Pennsylvania","medincome",23480,2241
"126","42075","Lebanon County, Pennsylvania","totpop",135486,NA
"127","42075","Lebanon County, Pennsylvania","medage",41.5,0.7
"128","42075","Lebanon County, Pennsylvania","totpopwhite",118941,1422
"129","42075","Lebanon County, Pennsylvania","bachdegree",11403,1431
"130","42075","Lebanon County, Pennsylvania","medincome",28452,1232
"131","42077","Lehigh County, Pennsylvania","totpop",355092,NA
"132","42077","Lehigh County, Pennsylvania","medage",40,0.4
"133","42077","Lehigh County, Pennsylvania","totpopwhite",278577,5019
"134","42077","Lehigh County, Pennsylvania","bachdegree",42865,2774
"135","42077","Lehigh County, Pennsylvania","medincome",27268,914
"136","42079","Luzerne County, Pennsylvania","totpop",320103,NA
"137","42079","Luzerne County, Pennsylvania","medage",43,0.3
"138","42079","Luzerne County, Pennsylvania","totpopwhite",287688,3061
"139","42079","Luzerne County, Pennsylvania","bachdegree",32049,1748
"140","42079","Luzerne County, Pennsylvania","medincome",24435,1060
"141","42081","Lycoming County, Pennsylvania","totpop",116754,NA
"142","42081","Lycoming County, Pennsylvania","medage",40.5,0.5
"143","42081","Lycoming County, Pennsylvania","totpopwhite",107718,537
"144","42081","Lycoming County, Pennsylvania","bachdegree",9498,1250
"145","42081","Lycoming County, Pennsylvania","medincome",22298,934
"146","42085","Mercer County, Pennsylvania","totpop",115195,NA
"147","42085","Mercer County, Pennsylvania","medage",43.9,0.4
"148","42085","Mercer County, Pennsylvania","totpopwhite",105171,539
"149","42085","Mercer County, Pennsylvania","bachdegree",10086,1323
"150","42085","Mercer County, Pennsylvania","medincome",22995,1089
"151","42089","Monroe County, Pennsylvania","totpop",167148,NA
"152","42089","Monroe County, Pennsylvania","medage",42,0.7
"153","42089","Monroe County, Pennsylvania","totpopwhite",129382,2907
"154","42089","Monroe County, Pennsylvania","bachdegree",16241,2059
"155","42089","Monroe County, Pennsylvania","medincome",25686,1443
"156","42091","Montgomery County, Pennsylvania","totpop",812376,NA
"157","42091","Montgomery County, Pennsylvania","medage",41.2,0.3
"158","42091","Montgomery County, Pennsylvania","totpopwhite",658855,2054
"159","42091","Montgomery County, Pennsylvania","bachdegree",146908,4852
"160","42091","Montgomery County, Pennsylvania","medincome",37003,699
"161","42095","Northampton County, Pennsylvania","totpop",299791,NA
"162","42095","Northampton County, Pennsylvania","medage",41.6,0.5
"163","42095","Northampton County, Pennsylvania","totpopwhite",255929,2896
"164","42095","Northampton County, Pennsylvania","bachdegree",36786,2867
"165","42095","Northampton County, Pennsylvania","medincome",28973,1612
"166","42097","Northumberland County, Pennsylvania","totpop",94076,NA
"167","42097","Northumberland County, Pennsylvania","medage",43.8,0.6
"168","42097","Northumberland County, Pennsylvania","totpopwhite",89837,560
"169","42097","Northumberland County, Pennsylvania","bachdegree",6180,931
"170","42097","Northumberland County, Pennsylvania","medincome",23651,1635
"171","42101","Philadelphia County, Pennsylvania","totpop",1553165,NA
"172","42101","Philadelphia County, Pennsylvania","medage",33.7,0.2
"173","42101","Philadelphia County, Pennsylvania","totpopwhite",646435,7366
"174","42101","Philadelphia County, Pennsylvania","bachdegree",151612,7091
"175","42101","Philadelphia County, Pennsylvania","medincome",21944,389
"176","42107","Schuylkill County, Pennsylvania","totpop",146920,NA
"177","42107","Schuylkill County, Pennsylvania","medage",43.8,0.5
"178","42107","Schuylkill County, Pennsylvania","totpopwhite",138620,728
"179","42107","Schuylkill County, Pennsylvania","bachdegree",10448,1394
"180","42107","Schuylkill County, Pennsylvania","medincome",24293,1334
"181","42111","Somerset County, Pennsylvania","totpop",76520,NA
"182","42111","Somerset County, Pennsylvania","medage",45.5,0.5
"183","42111","Somerset County, Pennsylvania","totpopwhite",73228,198
"184","42111","Somerset County, Pennsylvania","bachdegree",6216,985
"185","42111","Somerset County, Pennsylvania","medincome",22556,1258
"186","42125","Washington County, Pennsylvania","totpop",208206,NA
"187","42125","Washington County, Pennsylvania","medage",44.3,0.3
"188","42125","Washington County, Pennsylvania","totpopwhite",195736,492
"189","42125","Washington County, Pennsylvania","bachdegree",26309,2045
"190","42125","Washington County, Pennsylvania","medincome",27352,936
"191","42129","Westmoreland County, Pennsylvania","totpop",362437,NA
"192","42129","Westmoreland County, Pennsylvania","medage",46.1,0.2
"193","42129","Westmoreland County, Pennsylvania","totpopwhite",343870,672
"194","42129","Westmoreland County, Pennsylvania","bachdegree",45112,3110
"195","42129","Westmoreland County, Pennsylvania","medincome",26812,695
"196","42133","York County, Pennsylvania","totpop",438965,NA
"197","42133","York County, Pennsylvania","medage",40.8,0.4
"198","42133","York County, Pennsylvania","totpopwhite",391637,2005
"199","42133","York County, Pennsylvania","bachdegree",43657,2900
"200","42133","York County, Pennsylvania","medincome",28152,1083
