"","GEOID","NAME","variable","estimate","moe"
"99","42051","Fayette County, Pennsylvania","bachdegree",11280,1361
"100","42051","Fayette County, Pennsylvania","medincome",27332,1393
"101","42055","Franklin County, Pennsylvania","totpop",154835,NA
"102","42055","Franklin County, Pennsylvania","medage",40.7,0.8
"103","42055","Franklin County, Pennsylvania","totpopwhite",143190,1238
"104","42055","Franklin County, Pennsylvania","bachdegree",13695,1930
"105","42055","Franklin County, Pennsylvania","medincome",30651,1636
"106","42063","Indiana County, Pennsylvania","totpop",84501,NA
"107","42063","Indiana County, Pennsylvania","medage",40.6,0.9
"108","42063","Indiana County, Pennsylvania","totpopwhite",80084,139
"109","42063","Indiana County, Pennsylvania","bachdegree",7030,1029
"110","42063","Indiana County, Pennsylvania","medincome",22512,2444
"111","42069","Lackawanna County, Pennsylvania","totpop",210793,NA
"112","42069","Lackawanna County, Pennsylvania","medage",42.1,0.7
"113","42069","Lackawanna County, Pennsylvania","totpopwhite",190838,1701
"114","42069","Lackawanna County, Pennsylvania","bachdegree",27313,2063
"115","42069","Lackawanna County, Pennsylvania","medincome",27997,1454
"116","42071","Lancaster County, Pennsylvania","totpop",543557,NA
"117","42071","Lancaster County, Pennsylvania","medage",38.7,0.4
"118","42071","Lancaster County, Pennsylvania","totpopwhite",476288,3769
"119","42071","Lancaster County, Pennsylvania","bachdegree",65673,3705
"120","42071","Lancaster County, Pennsylvania","medincome",32478,904
"121","42073","Lawrence County, Pennsylvania","totpop",86184,NA
"122","42073","Lawrence County, Pennsylvania","medage",45.5,0.6
"123","42073","Lawrence County, Pennsylvania","totpopwhite",80253,293
"124","42073","Lawrence County, Pennsylvania","bachdegree",9904,1208
"125","42073","Lawrence County, Pennsylvania","medincome",25213,1559
"126","42075","Lebanon County, Pennsylvania","totpop",141314,NA
"127","42075","Lebanon County, Pennsylvania","medage",41.3,1.3
"128","42075","Lebanon County, Pennsylvania","totpopwhite",121786,1902
"129","42075","Lebanon County, Pennsylvania","bachdegree",13537,1635
"130","42075","Lebanon County, Pennsylvania","medincome",30569,964
"131","42077","Lehigh County, Pennsylvania","totpop",368100,NA
"132","42077","Lehigh County, Pennsylvania","medage",38.5,0.4
"133","42077","Lehigh County, Pennsylvania","totpopwhite",289058,5059
"134","42077","Lehigh County, Pennsylvania","bachdegree",45932,3079
"135","42077","Lehigh County, Pennsylvania","medincome",31061,770
"136","42079","Luzerne County, Pennsylvania","totpop",317646,NA
"137","42079","Luzerne County, Pennsylvania","medage",43.2,0.4
"138","42079","Luzerne County, Pennsylvania","totpopwhite",277736,3059
"139","42079","Luzerne County, Pennsylvania","bachdegree",33892,2644
"140","42079","Luzerne County, Pennsylvania","medincome",27444,1055
"141","42081","Lycoming County, Pennsylvania","totpop",113664,NA
"142","42081","Lycoming County, Pennsylvania","medage",41.7,0.5
"143","42081","Lycoming County, Pennsylvania","totpopwhite",104565,426
"144","42081","Lycoming County, Pennsylvania","bachdegree",13710,1482
"145","42081","Lycoming County, Pennsylvania","medincome",27275,1695
"146","42085","Mercer County, Pennsylvania","totpop",110683,NA
"147","42085","Mercer County, Pennsylvania","medage",44.8,0.3
"148","42085","Mercer County, Pennsylvania","totpopwhite",100638,306
"149","42085","Mercer County, Pennsylvania","bachdegree",10418,1204
"150","42085","Mercer County, Pennsylvania","medincome",25822,896
"151","42089","Monroe County, Pennsylvania","totpop",169507,NA
"152","42089","Monroe County, Pennsylvania","medage",42.5,0.6
"153","42089","Monroe County, Pennsylvania","totpopwhite",128299,3347
"154","42089","Monroe County, Pennsylvania","bachdegree",15381,2251
"155","42089","Monroe County, Pennsylvania","medincome",27999,2122
"156","42091","Montgomery County, Pennsylvania","totpop",828604,NA
"157","42091","Montgomery County, Pennsylvania","medage",41.2,0.3
"158","42091","Montgomery County, Pennsylvania","totpopwhite",650976,3374
"159","42091","Montgomery County, Pennsylvania","bachdegree",160580,5280
"160","42091","Montgomery County, Pennsylvania","medincome",42155,696
"161","42095","Northampton County, Pennsylvania","totpop",304807,NA
"162","42095","Northampton County, Pennsylvania","medage",42.4,0.4
"163","42095","Northampton County, Pennsylvania","totpopwhite",258795,3455
"164","42095","Northampton County, Pennsylvania","bachdegree",40154,2672
"165","42095","Northampton County, Pennsylvania","medincome",32115,987
"166","42097","Northumberland County, Pennsylvania","totpop",91083,NA
"167","42097","Northumberland County, Pennsylvania","medage",44.6,0.6
"168","42097","Northumberland County, Pennsylvania","totpopwhite",85247,589
"169","42097","Northumberland County, Pennsylvania","bachdegree",7145,1073
"170","42097","Northumberland County, Pennsylvania","medincome",27344,1370
"171","42101","Philadelphia County, Pennsylvania","totpop",1584138,NA
"172","42101","Philadelphia County, Pennsylvania","medage",34.5,0.1
"173","42101","Philadelphia County, Pennsylvania","totpopwhite",623482,9156
"174","42101","Philadelphia County, Pennsylvania","bachdegree",191678,8654
"175","42101","Philadelphia County, Pennsylvania","medincome",26262,505
"176","42107","Schuylkill County, Pennsylvania","totpop",142067,NA
"177","42107","Schuylkill County, Pennsylvania","medage",44.6,0.8
"178","42107","Schuylkill County, Pennsylvania","totpopwhite",132576,1174
"179","42107","Schuylkill County, Pennsylvania","bachdegree",12247,1439
"180","42107","Schuylkill County, Pennsylvania","medincome",27539,1768
"181","42111","Somerset County, Pennsylvania","totpop",73952,NA
"182","42111","Somerset County, Pennsylvania","medage",46.8,0.8
"183","42111","Somerset County, Pennsylvania","totpopwhite",70202,318
"184","42111","Somerset County, Pennsylvania","bachdegree",5736,1010
"185","42111","Somerset County, Pennsylvania","medincome",25728,1520
"186","42125","Washington County, Pennsylvania","totpop",207346,NA
"187","42125","Washington County, Pennsylvania","medage",44.3,0.3
"188","42125","Washington County, Pennsylvania","totpopwhite",194060,268
"189","42125","Washington County, Pennsylvania","bachdegree",28151,2326
"190","42125","Washington County, Pennsylvania","medincome",31976,1023
"191","42129","Westmoreland County, Pennsylvania","totpop",350611,NA
"192","42129","Westmoreland County, Pennsylvania","medage",47.4,0.3
"193","42129","Westmoreland County, Pennsylvania","totpopwhite",331653,905
"194","42129","Westmoreland County, Pennsylvania","bachdegree",48031,2830
"195","42129","Westmoreland County, Pennsylvania","medincome",31375,720
"196","42133","York County, Pennsylvania","totpop",448273,NA
"197","42133","York County, Pennsylvania","medage",40.9,0.4
"198","42133","York County, Pennsylvania","totpopwhite",393886,3149
"199","42133","York County, Pennsylvania","bachdegree",52368,3335
"200","42133","York County, Pennsylvania","medincome",32653,1391
