"","GEOID","NAME","variable","estimate","moe"
"73","42039","Crawford County, Pennsylvania","totpopwhite",82613,209
"74","42039","Crawford County, Pennsylvania","bachdegree",7545,952
"75","42039","Crawford County, Pennsylvania","medincome",25268,1414
"76","42041","Cumberland County, Pennsylvania","totpop",248506,NA
"77","42041","Cumberland County, Pennsylvania","medage",40.2,0.5
"78","42041","Cumberland County, Pennsylvania","totpopwhite",218262,1148
"79","42041","Cumberland County, Pennsylvania","bachdegree",39732,2757
"80","42041","Cumberland County, Pennsylvania","medincome",33440,2070
"81","42043","Dauphin County, Pennsylvania","totpop",273707,NA
"82","42043","Dauphin County, Pennsylvania","medage",39.6,0.6
"83","42043","Dauphin County, Pennsylvania","totpopwhite",193791,2250
"84","42043","Dauphin County, Pennsylvania","bachdegree",38404,3171
"85","42043","Dauphin County, Pennsylvania","medincome",32636,1329
"86","42045","Delaware County, Pennsylvania","totpop",563402,NA
"87","42045","Delaware County, Pennsylvania","medage",39,0.4
"88","42045","Delaware County, Pennsylvania","totpopwhite",389846,1947
"89","42045","Delaware County, Pennsylvania","bachdegree",84121,4167
"90","42045","Delaware County, Pennsylvania","medincome",33813,1603
"91","42049","Erie County, Pennsylvania","totpop",276207,NA
"92","42049","Erie County, Pennsylvania","medage",39.2,0.5
"93","42049","Erie County, Pennsylvania","totpopwhite",241733,1218
"94","42049","Erie County, Pennsylvania","bachdegree",34587,2773
"95","42049","Erie County, Pennsylvania","medincome",25588,715
"96","42051","Fayette County, Pennsylvania","totpop",132733,NA
"97","42051","Fayette County, Pennsylvania","medage",44.8,0.3
"98","42051","Fayette County, Pennsylvania","totpopwhite",122730,393
"99","42051","Fayette County, Pennsylvania","bachdegree",11190,1612
"100","42051","Fayette County, Pennsylvania","medincome",22798,1346
"101","42055","Franklin County, Pennsylvania","totpop",153851,NA
"102","42055","Franklin County, Pennsylvania","medage",41.8,0.9
"103","42055","Franklin County, Pennsylvania","totpopwhite",142799,1224
"104","42055","Franklin County, Pennsylvania","bachdegree",13925,1765
"105","42055","Franklin County, Pennsylvania","medincome",31223,934
"106","42063","Indiana County, Pennsylvania","totpop",86364,NA
"107","42063","Indiana County, Pennsylvania","medage",39.7,1.1
"108","42063","Indiana County, Pennsylvania","totpopwhite",81885,244
"109","42063","Indiana County, Pennsylvania","bachdegree",7167,1013
"110","42063","Indiana County, Pennsylvania","medincome",21266,1185
"111","42069","Lackawanna County, Pennsylvania","totpop",211321,NA
"112","42069","Lackawanna County, Pennsylvania","medage",41.7,0.6
"113","42069","Lackawanna County, Pennsylvania","totpopwhite",193832,1410
"114","42069","Lackawanna County, Pennsylvania","bachdegree",25077,2174
"115","42069","Lackawanna County, Pennsylvania","medincome",25954,910
"116","42071","Lancaster County, Pennsylvania","totpop",538500,NA
"117","42071","Lancaster County, Pennsylvania","medage",38.2,0.4
"118","42071","Lancaster County, Pennsylvania","totpopwhite",481798,3232
"119","42071","Lancaster County, Pennsylvania","bachdegree",58556,3335
"120","42071","Lancaster County, Pennsylvania","medincome",30177,717
"121","42073","Lawrence County, Pennsylvania","totpop",87294,NA
"122","42073","Lawrence County, Pennsylvania","medage",45,0.4
"123","42073","Lawrence County, Pennsylvania","totpopwhite",81410,250
"124","42073","Lawrence County, Pennsylvania","bachdegree",9014,1081
"125","42073","Lawrence County, Pennsylvania","medincome",25535,1263
"126","42075","Lebanon County, Pennsylvania","totpop",138863,NA
"127","42075","Lebanon County, Pennsylvania","medage",41.2,0.8
"128","42075","Lebanon County, Pennsylvania","totpopwhite",120894,1984
"129","42075","Lebanon County, Pennsylvania","bachdegree",12637,1836
"130","42075","Lebanon County, Pennsylvania","medincome",28036,1933
"131","42077","Lehigh County, Pennsylvania","totpop",363147,NA
"132","42077","Lehigh County, Pennsylvania","medage",39,0.5
"133","42077","Lehigh County, Pennsylvania","totpopwhite",286600,4947
"134","42077","Lehigh County, Pennsylvania","bachdegree",45139,3638
"135","42077","Lehigh County, Pennsylvania","medincome",30974,713
"136","42079","Luzerne County, Pennsylvania","totpop",316383,NA
"137","42079","Luzerne County, Pennsylvania","medage",43.1,0.5
"138","42079","Luzerne County, Pennsylvania","totpopwhite",285321,2764
"139","42079","Luzerne County, Pennsylvania","bachdegree",33130,2273
"140","42079","Luzerne County, Pennsylvania","medincome",26160,755
"141","42081","Lycoming County, Pennsylvania","totpop",115248,NA
"142","42081","Lycoming County, Pennsylvania","medage",40.6,0.8
"143","42081","Lycoming County, Pennsylvania","totpopwhite",106461,330
"144","42081","Lycoming County, Pennsylvania","bachdegree",11087,1408
"145","42081","Lycoming County, Pennsylvania","medincome",25525,1241
"146","42085","Mercer County, Pennsylvania","totpop",112913,NA
"147","42085","Mercer County, Pennsylvania","medage",45.1,0.5
"148","42085","Mercer County, Pennsylvania","totpopwhite",103190,277
"149","42085","Mercer County, Pennsylvania","bachdegree",10153,1249
"150","42085","Mercer County, Pennsylvania","medincome",24807,1436
"151","42089","Monroe County, Pennsylvania","totpop",166098,NA
"152","42089","Monroe County, Pennsylvania","medage",41.9,1.3
"153","42089","Monroe County, Pennsylvania","totpopwhite",124741,3077
"154","42089","Monroe County, Pennsylvania","bachdegree",18361,2372
"155","42089","Monroe County, Pennsylvania","medincome",28541,2453
"156","42091","Montgomery County, Pennsylvania","totpop",821725,NA
"157","42091","Montgomery County, Pennsylvania","medage",41.4,0.2
"158","42091","Montgomery County, Pennsylvania","totpopwhite",654626,2723
"159","42091","Montgomery County, Pennsylvania","bachdegree",158426,5162
"160","42091","Montgomery County, Pennsylvania","medincome",40175,571
"161","42095","Northampton County, Pennsylvania","totpop",302294,NA
"162","42095","Northampton County, Pennsylvania","medage",41.6,0.5
"163","42095","Northampton County, Pennsylvania","totpopwhite",262942,3188
"164","42095","Northampton County, Pennsylvania","bachdegree",39593,2992
"165","42095","Northampton County, Pennsylvania","medincome",30651,754
"166","42097","Northumberland County, Pennsylvania","totpop",92541,NA
"167","42097","Northumberland County, Pennsylvania","medage",44.7,0.5
"168","42097","Northumberland County, Pennsylvania","totpopwhite",87742,612
"169","42097","Northumberland County, Pennsylvania","bachdegree",7897,1183
"170","42097","Northumberland County, Pennsylvania","medincome",25582,1131
"171","42101","Philadelphia County, Pennsylvania","totpop",1567872,NA
"172","42101","Philadelphia County, Pennsylvania","medage",34.1,0.1
"173","42101","Philadelphia County, Pennsylvania","totpopwhite",634111,9099
"174","42101","Philadelphia County, Pennsylvania","bachdegree",178859,7111
"175","42101","Philadelphia County, Pennsylvania","medincome",24659,676
"176","42107","Schuylkill County, Pennsylvania","totpop",143573,NA
"177","42107","Schuylkill County, Pennsylvania","medage",44.4,0.3
"178","42107","Schuylkill County, Pennsylvania","totpopwhite",133893,1111
"179","42107","Schuylkill County, Pennsylvania","bachdegree",10268,1250
"180","42107","Schuylkill County, Pennsylvania","medincome",27005,1165
"181","42111","Somerset County, Pennsylvania","totpop",75061,NA
"182","42111","Somerset County, Pennsylvania","medage",45.7,0.3
"183","42111","Somerset County, Pennsylvania","totpopwhite",71676,425
"184","42111","Somerset County, Pennsylvania","bachdegree",6062,959
"185","42111","Somerset County, Pennsylvania","medincome",24784,1372
"186","42125","Washington County, Pennsylvania","totpop",207981,NA
"187","42125","Washington County, Pennsylvania","medage",44.6,0.3
"188","42125","Washington County, Pennsylvania","totpopwhite",194397,1099
"189","42125","Washington County, Pennsylvania","bachdegree",29940,2242
"190","42125","Washington County, Pennsylvania","medincome",30029,1681
"191","42129","Westmoreland County, Pennsylvania","totpop",355458,NA
"192","42129","Westmoreland County, Pennsylvania","medage",46.7,0.3
"193","42129","Westmoreland County, Pennsylvania","totpopwhite",336698,631
"194","42129","Westmoreland County, Pennsylvania","bachdegree",46507,2662
"195","42129","Westmoreland County, Pennsylvania","medincome",29690,1195
"196","42133","York County, Pennsylvania","totpop",443744,NA
"197","42133","York County, Pennsylvania","medage",41.2,0.4
"198","42133","York County, Pennsylvania","totpopwhite",391834,2860
"199","42133","York County, Pennsylvania","bachdegree",48456,3419
"200","42133","York County, Pennsylvania","medincome",31088,695
