"","GEOID","NAME","variable","estimate","moe"
"75","42039","Crawford County, Pennsylvania","medincome",19645,920
"76","42041","Cumberland County, Pennsylvania","totpop",237892,NA
"77","42041","Cumberland County, Pennsylvania","medage",40.8,0.5
"78","42041","Cumberland County, Pennsylvania","totpopwhite",215368,1292
"79","42041","Cumberland County, Pennsylvania","bachdegree",32761,2333
"80","42041","Cumberland County, Pennsylvania","medincome",29836,1112
"81","42043","Dauphin County, Pennsylvania","totpop",268977,NA
"82","42043","Dauphin County, Pennsylvania","medage",39.7,0.6
"83","42043","Dauphin County, Pennsylvania","totpopwhite",195405,2530
"84","42043","Dauphin County, Pennsylvania","bachdegree",31221,2284
"85","42043","Dauphin County, Pennsylvania","medincome",28362,1032
"86","42045","Delaware County, Pennsylvania","totpop",559494,NA
"87","42045","Delaware County, Pennsylvania","medage",38.8,0.4
"88","42045","Delaware County, Pennsylvania","totpopwhite",404391,1874
"89","42045","Delaware County, Pennsylvania","bachdegree",75489,3604
"90","42045","Delaware County, Pennsylvania","medincome",31637,631
"91","42049","Erie County, Pennsylvania","totpop",280985,NA
"92","42049","Erie County, Pennsylvania","medage",38.8,0.4
"93","42049","Erie County, Pennsylvania","totpopwhite",248204,1289
"94","42049","Erie County, Pennsylvania","bachdegree",27954,2397
"95","42049","Erie County, Pennsylvania","medincome",22241,911
"96","42051","Fayette County, Pennsylvania","totpop",136097,NA
"97","42051","Fayette County, Pennsylvania","medage",43.7,0.6
"98","42051","Fayette County, Pennsylvania","totpopwhite",126922,388
"99","42051","Fayette County, Pennsylvania","bachdegree",9211,1237
"100","42051","Fayette County, Pennsylvania","medincome",20004,944
"101","42055","Franklin County, Pennsylvania","totpop",150811,NA
"102","42055","Franklin County, Pennsylvania","medage",40.7,0.7
"103","42055","Franklin County, Pennsylvania","totpopwhite",140215,1189
"104","42055","Franklin County, Pennsylvania","bachdegree",12043,1724
"105","42055","Franklin County, Pennsylvania","medincome",26305,1616
"106","42063","Indiana County, Pennsylvania","totpop",89298,NA
"107","42063","Indiana County, Pennsylvania","medage",38.1,0.8
"108","42063","Indiana County, Pennsylvania","totpopwhite",84310,391
"109","42063","Indiana County, Pennsylvania","bachdegree",8284,1109
"110","42063","Indiana County, Pennsylvania","medincome",20328,1135
"111","42069","Lackawanna County, Pennsylvania","totpop",214166,NA
"112","42069","Lackawanna County, Pennsylvania","medage",41.6,0.5
"113","42069","Lackawanna County, Pennsylvania","totpopwhite",198909,1188
"114","42069","Lackawanna County, Pennsylvania","bachdegree",24299,1881
"115","42069","Lackawanna County, Pennsylvania","medincome",22633,1192
"116","42071","Lancaster County, Pennsylvania","totpop",523594,NA
"117","42071","Lancaster County, Pennsylvania","medage",38.2,0.3
"118","42071","Lancaster County, Pennsylvania","totpopwhite",470337,3090
"119","42071","Lancaster County, Pennsylvania","bachdegree",50038,3419
"120","42071","Lancaster County, Pennsylvania","medincome",25944,643
"121","42073","Lawrence County, Pennsylvania","totpop",90535,NA
"122","42073","Lawrence County, Pennsylvania","medage",43.3,0.6
"123","42073","Lawrence County, Pennsylvania","totpopwhite",84421,289
"124","42073","Lawrence County, Pennsylvania","bachdegree",8624,1089
"125","42073","Lawrence County, Pennsylvania","medincome",22862,1512
"126","42075","Lebanon County, Pennsylvania","totpop",134311,NA
"127","42075","Lebanon County, Pennsylvania","medage",40.6,1
"128","42075","Lebanon County, Pennsylvania","totpopwhite",119571,1366
"129","42075","Lebanon County, Pennsylvania","bachdegree",10697,1560
"130","42075","Lebanon County, Pennsylvania","medincome",26635,1388
"131","42077","Lehigh County, Pennsylvania","totpop",352947,NA
"132","42077","Lehigh County, Pennsylvania","medage",39,0.4
"133","42077","Lehigh County, Pennsylvania","totpopwhite",291574,4562
"134","42077","Lehigh County, Pennsylvania","bachdegree",37399,2810
"135","42077","Lehigh County, Pennsylvania","medincome",25399,1147
"136","42079","Luzerne County, Pennsylvania","totpop",320651,NA
"137","42079","Luzerne County, Pennsylvania","medage",42.7,0.3
"138","42079","Luzerne County, Pennsylvania","totpopwhite",293922,2805
"139","42079","Luzerne County, Pennsylvania","bachdegree",30038,2588
"140","42079","Luzerne County, Pennsylvania","medincome",23350,765
"141","42081","Lycoming County, Pennsylvania","totpop",116747,NA
"142","42081","Lycoming County, Pennsylvania","medage",42.2,0.9
"143","42081","Lycoming County, Pennsylvania","totpopwhite",107843,267
"144","42081","Lycoming County, Pennsylvania","bachdegree",9739,1224
"145","42081","Lycoming County, Pennsylvania","medincome",21932,926
"146","42085","Mercer County, Pennsylvania","totpop",116205,NA
"147","42085","Mercer County, Pennsylvania","medage",43.4,0.5
"148","42085","Mercer County, Pennsylvania","totpopwhite",106188,498
"149","42085","Mercer County, Pennsylvania","bachdegree",11070,1116
"150","42085","Mercer County, Pennsylvania","medincome",22125,891
"151","42089","Monroe County, Pennsylvania","totpop",169882,NA
"152","42089","Monroe County, Pennsylvania","medage",40.2,1.3
"153","42089","Monroe County, Pennsylvania","totpopwhite",134798,2756
"154","42089","Monroe County, Pennsylvania","bachdegree",14762,2042
"155","42089","Monroe County, Pennsylvania","medincome",22118,1523
"156","42091","Montgomery County, Pennsylvania","totpop",804210,NA
"157","42091","Montgomery County, Pennsylvania","medage",40.7,0.3
"158","42091","Montgomery County, Pennsylvania","totpopwhite",661113,1978
"159","42091","Montgomery County, Pennsylvania","bachdegree",143907,4840
"160","42091","Montgomery County, Pennsylvania","medincome",37087,746
"161","42095","Northampton County, Pennsylvania","totpop",298476,NA
"162","42095","Northampton County, Pennsylvania","medage",41.6,0.3
"163","42095","Northampton County, Pennsylvania","totpopwhite",261914,2086
"164","42095","Northampton County, Pennsylvania","bachdegree",34233,2696
"165","42095","Northampton County, Pennsylvania","medincome",26335,987
"166","42097","Northumberland County, Pennsylvania","totpop",94558,NA
"167","42097","Northumberland County, Pennsylvania","medage",42.9,0.7
"168","42097","Northumberland County, Pennsylvania","totpopwhite",88547,2596
"169","42097","Northumberland County, Pennsylvania","bachdegree",6989,1085
"170","42097","Northumberland County, Pennsylvania","medincome",22930,1367
"171","42101","Philadelphia County, Pennsylvania","totpop",1536471,NA
"172","42101","Philadelphia County, Pennsylvania","medage",33.4,0.2
"173","42101","Philadelphia County, Pennsylvania","totpopwhite",643228,6743
"174","42101","Philadelphia County, Pennsylvania","bachdegree",137486,6510
"175","42101","Philadelphia County, Pennsylvania","medincome",20648,573
"176","42107","Schuylkill County, Pennsylvania","totpop",147513,NA
"177","42107","Schuylkill County, Pennsylvania","medage",43.9,0.4
"178","42107","Schuylkill County, Pennsylvania","totpopwhite",139772,729
"179","42107","Schuylkill County, Pennsylvania","bachdegree",11091,1417
"180","42107","Schuylkill County, Pennsylvania","medincome",25225,1094
"181","42111","Somerset County, Pennsylvania","totpop",77405,NA
"182","42111","Somerset County, Pennsylvania","medage",45.1,0.4
"183","42111","Somerset County, Pennsylvania","totpopwhite",74500,148
"184","42111","Somerset County, Pennsylvania","bachdegree",5005,749
"185","42111","Somerset County, Pennsylvania","medincome",20604,1002
"186","42125","Washington County, Pennsylvania","totpop",208282,NA
"187","42125","Washington County, Pennsylvania","medage",43.9,0.4
"188","42125","Washington County, Pennsylvania","totpopwhite",196413,391
"189","42125","Washington County, Pennsylvania","bachdegree",25016,2108
"190","42125","Washington County, Pennsylvania","medincome",26198,951
"191","42129","Westmoreland County, Pennsylvania","totpop",364471,NA
"192","42129","Westmoreland County, Pennsylvania","medage",45.5,0.2
"193","42129","Westmoreland County, Pennsylvania","totpopwhite",346928,522
"194","42129","Westmoreland County, Pennsylvania","bachdegree",44949,2959
"195","42129","Westmoreland County, Pennsylvania","medincome",24457,821
"196","42133","York County, Pennsylvania","totpop",436770,NA
"197","42133","York County, Pennsylvania","medage",40.3,0.3
"198","42133","York County, Pennsylvania","totpopwhite",383691,2157
"199","42133","York County, Pennsylvania","bachdegree",42789,2819
"200","42133","York County, Pennsylvania","medincome",27984,984
