"","GEOID","NAME","variable","estimate","moe"
"167","42101","Philadelphia County, Pennsylvania","medage",35.6,0.2
"168","42101","Philadelphia County, Pennsylvania","totpopwhite",621131,6248
"169","42101","Philadelphia County, Pennsylvania","bachdegree",115031,6283
"170","42101","Philadelphia County, Pennsylvania","medincome",20875,398
"171","42107","Schuylkill County, Pennsylvania","totpop",147269,0
"172","42107","Schuylkill County, Pennsylvania","medage",41.9,0.6
"173","42107","Schuylkill County, Pennsylvania","totpopwhite",140909,647
"174","42107","Schuylkill County, Pennsylvania","bachdegree",10438,1494
"175","42107","Schuylkill County, Pennsylvania","medincome",21801,916
"176","42111","Somerset County, Pennsylvania","totpop",77861,0
"177","42111","Somerset County, Pennsylvania","medage",43,0.6
"178","42111","Somerset County, Pennsylvania","totpopwhite",NA,NA
"179","42111","Somerset County, Pennsylvania","bachdegree",5310,883
"180","42111","Somerset County, Pennsylvania","medincome",18904,1326
"181","42125","Washington County, Pennsylvania","totpop",205553,0
"182","42125","Washington County, Pennsylvania","medage",42.2,0.4
"183","42125","Washington County, Pennsylvania","totpopwhite",194264,446
"184","42125","Washington County, Pennsylvania","bachdegree",21541,2407
"185","42125","Washington County, Pennsylvania","medincome",23905,1077
"186","42129","Westmoreland County, Pennsylvania","totpop",362326,0
"187","42129","Westmoreland County, Pennsylvania","medage",43.5,0.3
"188","42129","Westmoreland County, Pennsylvania","totpopwhite",347460,564
"189","42129","Westmoreland County, Pennsylvania","bachdegree",40549,2795
"190","42129","Westmoreland County, Pennsylvania","medincome",23832,872
"191","42133","York County, Pennsylvania","totpop",421049,0
"192","42133","York County, Pennsylvania","medage",39.2,0.3
"193","42133","York County, Pennsylvania","totpopwhite",382005,1710
"194","42133","York County, Pennsylvania","bachdegree",44722,3333
"195","42133","York County, Pennsylvania","medincome",28681,938
