"","GEOID","NAME","variable","estimate","moe"
"35","42017","Bucks County, Pennsylvania","medincome",32167,625
"36","42019","Butler County, Pennsylvania","totpop",175561,0
"37","42019","Butler County, Pennsylvania","medage",39.4,0.4
"38","42019","Butler County, Pennsylvania","totpopwhite",171141,499
"39","42019","Butler County, Pennsylvania","bachdegree",24124,2334
"40","42019","Butler County, Pennsylvania","medincome",25092,1118
"41","42021","Cambria County, Pennsylvania","totpop",138963,0
"42","42021","Cambria County, Pennsylvania","medage",43.9,0.7
"43","42021","Cambria County, Pennsylvania","totpopwhite",134100,188
"44","42021","Cambria County, Pennsylvania","bachdegree",11023,1436
"45","42021","Cambria County, Pennsylvania","medincome",19647,786
"46","42027","Centre County, Pennsylvania","totpop",124263,0
"47","42027","Centre County, Pennsylvania","medage",29.8,0.3
"48","42027","Centre County, Pennsylvania","totpopwhite",114125,438
"49","42027","Centre County, Pennsylvania","bachdegree",15662,1464
"50","42027","Centre County, Pennsylvania","medincome",18304,1350
"51","42029","Chester County, Pennsylvania","totpop",458141,0
"52","42029","Chester County, Pennsylvania","medage",38.8,0.3
"53","42029","Chester County, Pennsylvania","totpopwhite",405680,2074
"54","42029","Chester County, Pennsylvania","bachdegree",84440,4221
"55","42029","Chester County, Pennsylvania","medincome",36232,913
"56","42033","Clearfield County, Pennsylvania","totpop",79001,0
"57","42033","Clearfield County, Pennsylvania","medage",41.4,0.5
"58","42033","Clearfield County, Pennsylvania","totpopwhite",NA,NA
"59","42033","Clearfield County, Pennsylvania","bachdegree",5241,951
"60","42033","Clearfield County, Pennsylvania","medincome",19005,1028
"61","42039","Crawford County, Pennsylvania","totpop",85445,0
"62","42039","Crawford County, Pennsylvania","medage",40.1,0.4
"63","42039","Crawford County, Pennsylvania","totpopwhite",83217,65
"64","42039","Crawford County, Pennsylvania","bachdegree",5879,845
"65","42039","Crawford County, Pennsylvania","medincome",19212,915
"66","42041","Cumberland County, Pennsylvania","totpop",208751,0
"67","42041","Cumberland County, Pennsylvania","medage",40.4,0.6
"68","42041","Cumberland County, Pennsylvania","totpopwhite",196098,831
"69","42041","Cumberland County, Pennsylvania","bachdegree",31621,2252
"70","42041","Cumberland County, Pennsylvania","medincome",29374,1219
"71","42043","Dauphin County, Pennsylvania","totpop",247379,0
"72","42043","Dauphin County, Pennsylvania","medage",39.3,0.6
"73","42043","Dauphin County, Pennsylvania","totpopwhite",188541,1731
"74","42043","Dauphin County, Pennsylvania","bachdegree",27700,2505
"75","42043","Dauphin County, Pennsylvania","medincome",27493,906
"76","42045","Delaware County, Pennsylvania","totpop",531609,0
"77","42045","Delaware County, Pennsylvania","medage",39.8,0.4
"78","42045","Delaware County, Pennsylvania","totpopwhite",405050,1411
"79","42045","Delaware County, Pennsylvania","bachdegree",71197,3274
"80","42045","Delaware County, Pennsylvania","medincome",29298,1127
"81","42049","Erie County, Pennsylvania","totpop",266662,0
"82","42049","Erie County, Pennsylvania","medage",38.5,0.5
"83","42049","Erie County, Pennsylvania","totpopwhite",242089,959
"84","42049","Erie County, Pennsylvania","bachdegree",28528,2619
"85","42049","Erie County, Pennsylvania","medincome",21599,725
"86","42051","Fayette County, Pennsylvania","totpop",141661,0
"87","42051","Fayette County, Pennsylvania","medage",40.8,0.7
"88","42051","Fayette County, Pennsylvania","totpopwhite",134165,100
"89","42051","Fayette County, Pennsylvania","bachdegree",7530,1412
"90","42051","Fayette County, Pennsylvania","medincome",18200,1474
"91","42055","Franklin County, Pennsylvania","totpop",134409,0
"92","42055","Franklin County, Pennsylvania","medage",38.7,0.5
"93","42055","Franklin County, Pennsylvania","totpopwhite",127131,1178
"94","42055","Franklin County, Pennsylvania","bachdegree",8906,1675
"95","42055","Franklin County, Pennsylvania","medincome",25180,1062
"96","42063","Indiana County, Pennsylvania","totpop",83256,0
"97","42063","Indiana County, Pennsylvania","medage",37.9,0.6
"98","42063","Indiana County, Pennsylvania","totpopwhite",80709,273
"99","42063","Indiana County, Pennsylvania","bachdegree",6424,1129
"100","42063","Indiana County, Pennsylvania","medincome",18114,1240
"101","42069","Lackawanna County, Pennsylvania","totpop",201201,0
"102","42069","Lackawanna County, Pennsylvania","medage",41.1,0.5
"103","42069","Lackawanna County, Pennsylvania","totpopwhite",193150,806
"104","42069","Lackawanna County, Pennsylvania","bachdegree",21471,2311
"105","42069","Lackawanna County, Pennsylvania","medincome",20973,994
"106","42071","Lancaster County, Pennsylvania","totpop",476155,0
"107","42071","Lancaster County, Pennsylvania","medage",37.1,0.4
"108","42071","Lancaster County, Pennsylvania","totpopwhite",435861,2572
"109","42071","Lancaster County, Pennsylvania","bachdegree",48541,3405
"110","42071","Lancaster County, Pennsylvania","medincome",26426,807
"111","42073","Lawrence County, Pennsylvania","totpop",89742,0
"112","42073","Lawrence County, Pennsylvania","medage",41.9,0.8
"113","42073","Lawrence County, Pennsylvania","totpopwhite",NA,NA
"114","42073","Lawrence County, Pennsylvania","bachdegree",7583,1210
"115","42073","Lawrence County, Pennsylvania","medincome",21010,986
"116","42075","Lebanon County, Pennsylvania","totpop",121054,0
"117","42075","Lebanon County, Pennsylvania","medage",39.9,1
"118","42075","Lebanon County, Pennsylvania","totpopwhite",113485,1084
"119","42075","Lebanon County, Pennsylvania","bachdegree",11206,1500
"120","42075","Lebanon County, Pennsylvania","medincome",26200,1227
"121","42077","Lehigh County, Pennsylvania","totpop",319993,0
"122","42077","Lehigh County, Pennsylvania","medage",39.1,0.5
"123","42077","Lehigh County, Pennsylvania","totpopwhite",269254,3954
"124","42077","Lehigh County, Pennsylvania","bachdegree",37296,2651
"125","42077","Lehigh County, Pennsylvania","medincome",26018,827
"126","42079","Luzerne County, Pennsylvania","totpop",299279,0
"127","42079","Luzerne County, Pennsylvania","medage",42.3,0.4
"128","42079","Luzerne County, Pennsylvania","totpopwhite",285762,889
"129","42079","Luzerne County, Pennsylvania","bachdegree",28604,2650
"130","42079","Luzerne County, Pennsylvania","medincome",20535,606
"131","42081","Lycoming County, Pennsylvania","totpop",112735,0
"132","42081","Lycoming County, Pennsylvania","medage",40.5,0.6
"133","42081","Lycoming County, Pennsylvania","totpopwhite",106194,384
"134","42081","Lycoming County, Pennsylvania","bachdegree",7948,1119
"135","42081","Lycoming County, Pennsylvania","medincome",21202,744
"136","42085","Mercer County, Pennsylvania","totpop",112981,0
"137","42085","Mercer County, Pennsylvania","medage",42,0.6
"138","42085","Mercer County, Pennsylvania","totpopwhite",NA,NA
"139","42085","Mercer County, Pennsylvania","bachdegree",10206,955
"140","42085","Mercer County, Pennsylvania","medincome",21931,715
"141","42089","Monroe County, Pennsylvania","totpop",159175,0
"142","42089","Monroe County, Pennsylvania","medage",37.6,0.5
"143","42089","Monroe County, Pennsylvania","totpopwhite",130538,2157
"144","42089","Monroe County, Pennsylvania","bachdegree",11478,1837
"145","42089","Monroe County, Pennsylvania","medincome",24507,1731
"146","42091","Montgomery County, Pennsylvania","totpop",753046,0
"147","42091","Montgomery County, Pennsylvania","medage",39.9,0.3
"148","42091","Montgomery County, Pennsylvania","totpopwhite",638977,1770
"149","42091","Montgomery County, Pennsylvania","bachdegree",126820,5684
"150","42091","Montgomery County, Pennsylvania","medincome",35162,836
"151","42095","Northampton County, Pennsylvania","totpop",276878,0
"152","42095","Northampton County, Pennsylvania","medage",39.7,0.5
"153","42095","Northampton County, Pennsylvania","totpopwhite",245214,2143
"154","42095","Northampton County, Pennsylvania","bachdegree",31336,2889
"155","42095","Northampton County, Pennsylvania","medincome",27871,1034
"156","42097","Northumberland County, Pennsylvania","totpop",88726,0
"157","42097","Northumberland County, Pennsylvania","medage",42.5,0.4
"158","42097","Northumberland County, Pennsylvania","totpopwhite",86699,258
"159","42097","Northumberland County, Pennsylvania","bachdegree",5640,968
"160","42097","Northumberland County, Pennsylvania","medincome",20698,973
"161","42101","Philadelphia County, Pennsylvania","totpop",1406415,0
"162","42101","Philadelphia County, Pennsylvania","medage",35.3,0.1
"163","42101","Philadelphia County, Pennsylvania","totpopwhite",592159,8266
"164","42101","Philadelphia County, Pennsylvania","bachdegree",110110,5752
"165","42101","Philadelphia County, Pennsylvania","medincome",20852,462
"166","42107","Schuylkill County, Pennsylvania","totpop",139811,0
"167","42107","Schuylkill County, Pennsylvania","medage",42.6,0.4
"168","42107","Schuylkill County, Pennsylvania","totpopwhite",136527,275
"169","42107","Schuylkill County, Pennsylvania","bachdegree",8639,1205
"170","42107","Schuylkill County, Pennsylvania","medincome",21101,760
"171","42111","Somerset County, Pennsylvania","totpop",74617,0
"172","42111","Somerset County, Pennsylvania","medage",42.5,0.6
"173","42111","Somerset County, Pennsylvania","totpopwhite",NA,NA
"174","42111","Somerset County, Pennsylvania","bachdegree",4961,884
"175","42111","Somerset County, Pennsylvania","medincome",20309,1005
"176","42125","Washington County, Pennsylvania","totpop",200938,0
"177","42125","Washington County, Pennsylvania","medage",41.8,0.4
"178","42125","Washington County, Pennsylvania","totpopwhite",191259,308
"179","42125","Washington County, Pennsylvania","bachdegree",22279,2180
"180","42125","Washington County, Pennsylvania","medincome",23463,1049
"181","42129","Westmoreland County, Pennsylvania","totpop",358687,0
"182","42129","Westmoreland County, Pennsylvania","medage",43.2,0.3
"183","42129","Westmoreland County, Pennsylvania","totpopwhite",344585,1339
"184","42129","Westmoreland County, Pennsylvania","bachdegree",36645,2721
"185","42129","Westmoreland County, Pennsylvania","medincome",22740,748
"186","42133","York County, Pennsylvania","totpop",400670,0
"187","42133","York County, Pennsylvania","medage",39.5,0.3
"188","42133","York County, Pennsylvania","totpopwhite",369116,2655
"189","42133","York County, Pennsylvania","bachdegree",33720,2788
"190","42133","York County, Pennsylvania","medincome",25738,663
