"","GEOID","NAME","variable","estimate","moe"
"53","42027","Centre County, Pennsylvania","totpopwhite",142448,605
"54","42027","Centre County, Pennsylvania","bachdegree",21785,2619
"55","42027","Centre County, Pennsylvania","medincome",26855,1435
"56","42029","Chester County, Pennsylvania","totpop",524989,NA
"57","42029","Chester County, Pennsylvania","medage",40.4,0.5
"58","42029","Chester County, Pennsylvania","totpopwhite",431961,4054
"59","42029","Chester County, Pennsylvania","bachdegree",114996,4206
"60","42029","Chester County, Pennsylvania","medincome",46870,1635
"61","42033","Clearfield County, Pennsylvania","totpop",79255,NA
"62","42033","Clearfield County, Pennsylvania","medage",45.7,0.5
"63","42033","Clearfield County, Pennsylvania","totpopwhite",74153,566
"64","42033","Clearfield County, Pennsylvania","bachdegree",6167,903
"65","42033","Clearfield County, Pennsylvania","medincome",25728,1403
"66","42037","Columbia County, Pennsylvania","totpop",64964,NA
"67","42037","Columbia County, Pennsylvania","medage",41.5,0.5
"68","42037","Columbia County, Pennsylvania","totpopwhite",61974,321
"69","42037","Columbia County, Pennsylvania","bachdegree",6975,980
"70","42037","Columbia County, Pennsylvania","medincome",30054,2310
"71","42039","Crawford County, Pennsylvania","totpop",84629,NA
"72","42039","Crawford County, Pennsylvania","medage",43.9,0.6
"73","42039","Crawford County, Pennsylvania","totpopwhite",80721,326
"74","42039","Crawford County, Pennsylvania","bachdegree",8054,984
"75","42039","Crawford County, Pennsylvania","medincome",27158,1889
"76","42041","Cumberland County, Pennsylvania","totpop",253370,NA
"77","42041","Cumberland County, Pennsylvania","medage",41.3,0.9
"78","42041","Cumberland County, Pennsylvania","totpopwhite",220155,1454
"79","42041","Cumberland County, Pennsylvania","bachdegree",42061,3028
"80","42041","Cumberland County, Pennsylvania","medincome",38476,1532
"81","42043","Dauphin County, Pennsylvania","totpop",278299,NA
"82","42043","Dauphin County, Pennsylvania","medage",39.6,0.6
"83","42043","Dauphin County, Pennsylvania","totpopwhite",192332,3276
"84","42043","Dauphin County, Pennsylvania","bachdegree",38007,3299
"85","42043","Dauphin County, Pennsylvania","medincome",33636,2269
"86","42045","Delaware County, Pennsylvania","totpop",566747,NA
"87","42045","Delaware County, Pennsylvania","medage",39,0.3
"88","42045","Delaware County, Pennsylvania","totpopwhite",383843,2522
"89","42045","Delaware County, Pennsylvania","bachdegree",91180,4089
"90","42045","Delaware County, Pennsylvania","medincome",36907,1275
"91","42049","Erie County, Pennsylvania","totpop",269728,NA
"92","42049","Erie County, Pennsylvania","medage",40.2,0.4
"93","42049","Erie County, Pennsylvania","totpopwhite",231216,1928
"94","42049","Erie County, Pennsylvania","bachdegree",34869,2378
"95","42049","Erie County, Pennsylvania","medincome",28179,1573
"96","42051","Fayette County, Pennsylvania","totpop",129274,NA
"97","42051","Fayette County, Pennsylvania","medage",45.4,0.4
"98","42051","Fayette County, Pennsylvania","totpopwhite",118980,399
"99","42051","Fayette County, Pennsylvania","bachdegree",11195,1390
"100","42051","Fayette County, Pennsylvania","medincome",26734,1984
"101","42055","Franklin County, Pennsylvania","totpop",155027,NA
"102","42055","Franklin County, Pennsylvania","medage",41.8,0.6
"103","42055","Franklin County, Pennsylvania","totpopwhite",140780,2033
"104","42055","Franklin County, Pennsylvania","bachdegree",14550,1864
"105","42055","Franklin County, Pennsylvania","medincome",33518,2320
"106","42063","Indiana County, Pennsylvania","totpop",84073,NA
"107","42063","Indiana County, Pennsylvania","medage",40,0.9
"108","42063","Indiana County, Pennsylvania","totpopwhite",79268,441
"109","42063","Indiana County, Pennsylvania","bachdegree",7954,1276
"110","42063","Indiana County, Pennsylvania","medincome",25898,1417
"111","42069","Lackawanna County, Pennsylvania","totpop",209674,NA
"112","42069","Lackawanna County, Pennsylvania","medage",42,0.6
"113","42069","Lackawanna County, Pennsylvania","totpopwhite",188220,2097
"114","42069","Lackawanna County, Pennsylvania","bachdegree",27364,2472
"115","42069","Lackawanna County, Pennsylvania","medincome",28794,2329
"116","42071","Lancaster County, Pennsylvania","totpop",545724,NA
"117","42071","Lancaster County, Pennsylvania","medage",38.5,0.4
"118","42071","Lancaster County, Pennsylvania","totpopwhite",475780,4724
"119","42071","Lancaster County, Pennsylvania","bachdegree",68160,4135
"120","42071","Lancaster County, Pennsylvania","medincome",33951,1904
"121","42073","Lawrence County, Pennsylvania","totpop",85512,NA
"122","42073","Lawrence County, Pennsylvania","medage",45.2,0.7
"123","42073","Lawrence County, Pennsylvania","totpopwhite",NA,NA
"124","42073","Lawrence County, Pennsylvania","bachdegree",8999,1171
"125","42073","Lawrence County, Pennsylvania","medincome",28167,1612
"126","42075","Lebanon County, Pennsylvania","totpop",141793,NA
"127","42075","Lebanon County, Pennsylvania","medage",41.4,1.3
"128","42075","Lebanon County, Pennsylvania","totpopwhite",121918,2361
"129","42075","Lebanon County, Pennsylvania","bachdegree",13483,1559
"130","42075","Lebanon County, Pennsylvania","medincome",32044,1025
"131","42077","Lehigh County, Pennsylvania","totpop",369318,NA
"132","42077","Lehigh County, Pennsylvania","medage",39,0.6
"133","42077","Lehigh County, Pennsylvania","totpopwhite",298131,5408
"134","42077","Lehigh County, Pennsylvania","bachdegree",47347,3735
"135","42077","Lehigh County, Pennsylvania","medincome",31131,779
"136","42079","Luzerne County, Pennsylvania","totpop",317417,NA
"137","42079","Luzerne County, Pennsylvania","medage",42.5,0.5
"138","42079","Luzerne County, Pennsylvania","totpopwhite",266628,3196
"139","42079","Luzerne County, Pennsylvania","bachdegree",28992,2690
"140","42079","Luzerne County, Pennsylvania","medincome",30345,1018
"141","42081","Lycoming County, Pennsylvania","totpop",113299,NA
"142","42081","Lycoming County, Pennsylvania","medage",42.1,0.8
"143","42081","Lycoming County, Pennsylvania","totpopwhite",104295,452
"144","42081","Lycoming County, Pennsylvania","bachdegree",12418,1419
"145","42081","Lycoming County, Pennsylvania","medincome",29512,1811
"146","42085","Mercer County, Pennsylvania","totpop",109424,NA
"147","42085","Mercer County, Pennsylvania","medage",45.5,0.5
"148","42085","Mercer County, Pennsylvania","totpopwhite",99721,368
"149","42085","Mercer County, Pennsylvania","bachdegree",11396,1462
"150","42085","Mercer County, Pennsylvania","medincome",29088,2234
"151","42089","Monroe County, Pennsylvania","totpop",170271,NA
"152","42089","Monroe County, Pennsylvania","medage",43.1,1.7
"153","42089","Monroe County, Pennsylvania","totpopwhite",132835,2523
"154","42089","Monroe County, Pennsylvania","bachdegree",20295,2908
"155","42089","Monroe County, Pennsylvania","medincome",30635,1584
"156","42091","Montgomery County, Pennsylvania","totpop",830915,NA
"157","42091","Montgomery County, Pennsylvania","medage",41.1,0.3
"158","42091","Montgomery County, Pennsylvania","totpopwhite",654804,3335
"159","42091","Montgomery County, Pennsylvania","bachdegree",167194,5307
"160","42091","Montgomery County, Pennsylvania","medincome",45657,815
"161","42095","Northampton County, Pennsylvania","totpop",305285,NA
"162","42095","Northampton County, Pennsylvania","medage",41.9,0.6
"163","42095","Northampton County, Pennsylvania","totpopwhite",254300,3465
"164","42095","Northampton County, Pennsylvania","bachdegree",41470,3111
"165","42095","Northampton County, Pennsylvania","medincome",34745,1688
"166","42097","Northumberland County, Pennsylvania","totpop",90843,NA
"167","42097","Northumberland County, Pennsylvania","medage",44.1,0.6
"168","42097","Northumberland County, Pennsylvania","totpopwhite",86161,895
"169","42097","Northumberland County, Pennsylvania","bachdegree",7640,1161
"170","42097","Northumberland County, Pennsylvania","medincome",27456,1682
"171","42101","Philadelphia County, Pennsylvania","totpop",1584064,NA
"172","42101","Philadelphia County, Pennsylvania","medage",34.7,0.1
"173","42101","Philadelphia County, Pennsylvania","totpopwhite",617726,9464
"174","42101","Philadelphia County, Pennsylvania","bachdegree",195772,7319
"175","42101","Philadelphia County, Pennsylvania","medincome",27270,650
"176","42107","Schuylkill County, Pennsylvania","totpop",141359,NA
"177","42107","Schuylkill County, Pennsylvania","medage",44.7,0.5
"178","42107","Schuylkill County, Pennsylvania","totpopwhite",133171,651
"179","42107","Schuylkill County, Pennsylvania","bachdegree",11939,1605
"180","42107","Schuylkill County, Pennsylvania","medincome",30798,977
"181","42111","Somerset County, Pennsylvania","totpop",73447,NA
"182","42111","Somerset County, Pennsylvania","medage",46.4,0.6
"183","42111","Somerset County, Pennsylvania","totpopwhite",69857,261
"184","42111","Somerset County, Pennsylvania","bachdegree",6310,821
"185","42111","Somerset County, Pennsylvania","medincome",27102,2118
"186","42125","Washington County, Pennsylvania","totpop",206865,NA
"187","42125","Washington County, Pennsylvania","medage",44.3,0.3
"188","42125","Washington County, Pennsylvania","totpopwhite",192989,482
"189","42125","Washington County, Pennsylvania","bachdegree",30201,2561
"190","42125","Washington County, Pennsylvania","medincome",32467,1949
"191","42129","Westmoreland County, Pennsylvania","totpop",348899,NA
"192","42129","Westmoreland County, Pennsylvania","medage",47,0.3
"193","42129","Westmoreland County, Pennsylvania","totpopwhite",329199,743
"194","42129","Westmoreland County, Pennsylvania","bachdegree",49531,3115
"195","42129","Westmoreland County, Pennsylvania","medincome",32229,939
"196","42133","York County, Pennsylvania","totpop",449058,NA
"197","42133","York County, Pennsylvania","medage",41,0.4
"198","42133","York County, Pennsylvania","totpopwhite",391737,3066
"199","42133","York County, Pennsylvania","bachdegree",54403,3532
"200","42133","York County, Pennsylvania","medincome",35477,955
