"","GEOID","NAME","variable","estimate","moe"
"118","42071","Lancaster County, Pennsylvania","totpopwhite",483054,3338
"119","42071","Lancaster County, Pennsylvania","bachdegree",63410,4000
"120","42071","Lancaster County, Pennsylvania","medincome",31433,659
"121","42073","Lawrence County, Pennsylvania","totpop",87069,NA
"122","42073","Lawrence County, Pennsylvania","medage",45.7,0.5
"123","42073","Lawrence County, Pennsylvania","totpopwhite",81047,400
"124","42073","Lawrence County, Pennsylvania","bachdegree",9646,1408
"125","42073","Lawrence County, Pennsylvania","medincome",26408,1042
"126","42075","Lebanon County, Pennsylvania","totpop",139754,NA
"127","42075","Lebanon County, Pennsylvania","medage",41.2,0.6
"128","42075","Lebanon County, Pennsylvania","totpopwhite",120690,2297
"129","42075","Lebanon County, Pennsylvania","bachdegree",13840,1929
"130","42075","Lebanon County, Pennsylvania","medincome",30865,1613
"131","42077","Lehigh County, Pennsylvania","totpop",366494,NA
"132","42077","Lehigh County, Pennsylvania","medage",39.5,0.4
"133","42077","Lehigh County, Pennsylvania","totpopwhite",290937,4361
"134","42077","Lehigh County, Pennsylvania","bachdegree",44298,3284
"135","42077","Lehigh County, Pennsylvania","medincome",30166,946
"136","42079","Luzerne County, Pennsylvania","totpop",317343,NA
"137","42079","Luzerne County, Pennsylvania","medage",43.2,0.3
"138","42079","Luzerne County, Pennsylvania","totpopwhite",280817,3417
"139","42079","Luzerne County, Pennsylvania","bachdegree",34880,2505
"140","42079","Luzerne County, Pennsylvania","medincome",27197,719
"141","42081","Lycoming County, Pennsylvania","totpop",113841,NA
"142","42081","Lycoming County, Pennsylvania","medage",40.6,0.5
"143","42081","Lycoming County, Pennsylvania","totpopwhite",104782,435
"144","42081","Lycoming County, Pennsylvania","bachdegree",13030,1437
"145","42081","Lycoming County, Pennsylvania","medincome",26364,1456
"146","42085","Mercer County, Pennsylvania","totpop",111750,NA
"147","42085","Mercer County, Pennsylvania","medage",45,0.5
"148","42085","Mercer County, Pennsylvania","totpopwhite",101560,591
"149","42085","Mercer County, Pennsylvania","bachdegree",12976,1493
"150","42085","Mercer County, Pennsylvania","medincome",25907,1369
"151","42089","Monroe County, Pennsylvania","totpop",168046,NA
"152","42089","Monroe County, Pennsylvania","medage",42.7,0.8
"153","42089","Monroe County, Pennsylvania","totpopwhite",128453,2396
"154","42089","Monroe County, Pennsylvania","bachdegree",17336,2392
"155","42089","Monroe County, Pennsylvania","medincome",31432,1116
"156","42091","Montgomery County, Pennsylvania","totpop",826075,NA
"157","42091","Montgomery County, Pennsylvania","medage",41.2,0.3
"158","42091","Montgomery County, Pennsylvania","totpopwhite",653389,2701
"159","42091","Montgomery County, Pennsylvania","bachdegree",162775,5130
"160","42091","Montgomery County, Pennsylvania","medincome",42480,1149
"161","42095","Northampton County, Pennsylvania","totpop",303405,NA
"162","42095","Northampton County, Pennsylvania","medage",42.6,0.4
"163","42095","Northampton County, Pennsylvania","totpopwhite",260162,3042
"164","42095","Northampton County, Pennsylvania","bachdegree",40172,3170
"165","42095","Northampton County, Pennsylvania","medincome",31847,913
"166","42097","Northumberland County, Pennsylvania","totpop",92029,NA
"167","42097","Northumberland County, Pennsylvania","medage",44.6,0.5
"168","42097","Northumberland County, Pennsylvania","totpopwhite",86841,736
"169","42097","Northumberland County, Pennsylvania","bachdegree",7873,1380
"170","42097","Northumberland County, Pennsylvania","medincome",25595,1457
"171","42101","Philadelphia County, Pennsylvania","totpop",1580863,NA
"172","42101","Philadelphia County, Pennsylvania","medage",34.4,0.1
"173","42101","Philadelphia County, Pennsylvania","totpopwhite",665060,9772
"174","42101","Philadelphia County, Pennsylvania","bachdegree",176732,7520
"175","42101","Philadelphia County, Pennsylvania","medincome",25984,619
"176","42107","Schuylkill County, Pennsylvania","totpop",142569,NA
"177","42107","Schuylkill County, Pennsylvania","medage",44.6,0.2
"178","42107","Schuylkill County, Pennsylvania","totpopwhite",133712,840
"179","42107","Schuylkill County, Pennsylvania","bachdegree",12468,1617
"180","42107","Schuylkill County, Pennsylvania","medincome",27332,1224
"181","42111","Somerset County, Pennsylvania","totpop",74501,NA
"182","42111","Somerset County, Pennsylvania","medage",46.1,0.3
"183","42111","Somerset County, Pennsylvania","totpopwhite",70900,285
"184","42111","Somerset County, Pennsylvania","bachdegree",5493,938
"185","42111","Somerset County, Pennsylvania","medincome",24943,1564
"186","42125","Washington County, Pennsylvania","totpop",207298,NA
"187","42125","Washington County, Pennsylvania","medage",44.5,0.4
"188","42125","Washington County, Pennsylvania","totpopwhite",193401,779
"189","42125","Washington County, Pennsylvania","bachdegree",30381,2283
"190","42125","Washington County, Pennsylvania","medincome",30615,1001
"191","42129","Westmoreland County, Pennsylvania","totpop",352627,NA
"192","42129","Westmoreland County, Pennsylvania","medage",47.2,0.3
"193","42129","Westmoreland County, Pennsylvania","totpopwhite",334051,488
"194","42129","Westmoreland County, Pennsylvania","bachdegree",51308,3198
"195","42129","Westmoreland County, Pennsylvania","medincome",31156,655
"196","42133","York County, Pennsylvania","totpop",446078,NA
"197","42133","York County, Pennsylvania","medage",41.2,0.5
"198","42133","York County, Pennsylvania","totpopwhite",397989,2128
"199","42133","York County, Pennsylvania","bachdegree",50969,3241
"200","42133","York County, Pennsylvania","medincome",32055,590
