"","GEOID","NAME","variable","estimate","moe"
"96","42051","Fayette County, Pennsylvania","totpop",136446,NA
"97","42051","Fayette County, Pennsylvania","medage",43.3,0.5
"98","42051","Fayette County, Pennsylvania","totpopwhite",127173,342
"99","42051","Fayette County, Pennsylvania","bachdegree",10282,1716
"100","42051","Fayette County, Pennsylvania","medincome",19078,1441
"101","42055","Franklin County, Pennsylvania","totpop",149834,NA
"102","42055","Franklin County, Pennsylvania","medage",40.2,0.6
"103","42055","Franklin County, Pennsylvania","totpopwhite",140087,926
"104","42055","Franklin County, Pennsylvania","bachdegree",13139,1980
"105","42055","Franklin County, Pennsylvania","medincome",26335,1075
"106","42063","Indiana County, Pennsylvania","totpop",88847,NA
"107","42063","Indiana County, Pennsylvania","medage",39.2,0.6
"108","42063","Indiana County, Pennsylvania","totpopwhite",84309,387
"109","42063","Indiana County, Pennsylvania","bachdegree",7640,1196
"110","42063","Indiana County, Pennsylvania","medincome",20255,1501
"111","42069","Lackawanna County, Pennsylvania","totpop",214367,NA
"112","42069","Lackawanna County, Pennsylvania","medage",42.8,0.4
"113","42069","Lackawanna County, Pennsylvania","totpopwhite",200252,1454
"114","42069","Lackawanna County, Pennsylvania","bachdegree",21919,1981
"115","42069","Lackawanna County, Pennsylvania","medincome",21897,972
"116","42071","Lancaster County, Pennsylvania","totpop",520156,NA
"117","42071","Lancaster County, Pennsylvania","medage",38.1,0.3
"118","42071","Lancaster County, Pennsylvania","totpopwhite",468862,2824
"119","42071","Lancaster County, Pennsylvania","bachdegree",52772,3662
"120","42071","Lancaster County, Pennsylvania","medincome",26101,592
"121","42073","Lawrence County, Pennsylvania","totpop",90968,NA
"122","42073","Lawrence County, Pennsylvania","medage",43.8,0.5
"123","42073","Lawrence County, Pennsylvania","totpopwhite",85091,411
"124","42073","Lawrence County, Pennsylvania","bachdegree",8290,1144
"125","42073","Lawrence County, Pennsylvania","medincome",20759,1002
"126","42075","Lebanon County, Pennsylvania","totpop",133688,NA
"127","42075","Lebanon County, Pennsylvania","medage",41,0.7
"128","42075","Lebanon County, Pennsylvania","totpopwhite",120099,1628
"129","42075","Lebanon County, Pennsylvania","bachdegree",12180,1287
"130","42075","Lebanon County, Pennsylvania","medincome",26293,775
"131","42077","Lehigh County, Pennsylvania","totpop",350106,NA
"132","42077","Lehigh County, Pennsylvania","medage",39.3,0.4
"133","42077","Lehigh County, Pennsylvania","totpopwhite",288037,4771
"134","42077","Lehigh County, Pennsylvania","bachdegree",38855,2762
"135","42077","Lehigh County, Pennsylvania","medincome",25233,1186
"136","42079","Luzerne County, Pennsylvania","totpop",320795,NA
"137","42079","Luzerne County, Pennsylvania","medage",42.6,0.4
"138","42079","Luzerne County, Pennsylvania","totpopwhite",297026,2247
"139","42079","Luzerne County, Pennsylvania","bachdegree",29846,2548
"140","42079","Luzerne County, Pennsylvania","medincome",22272,699
"141","42081","Lycoming County, Pennsylvania","totpop",116143,NA
"142","42081","Lycoming County, Pennsylvania","medage",41.4,0.9
"143","42081","Lycoming County, Pennsylvania","totpopwhite",107753,553
"144","42081","Lycoming County, Pennsylvania","bachdegree",9877,1365
"145","42081","Lycoming County, Pennsylvania","medincome",21271,1003
"146","42085","Mercer County, Pennsylvania","totpop",116558,NA
"147","42085","Mercer County, Pennsylvania","medage",43.1,0.6
"148","42085","Mercer County, Pennsylvania","totpopwhite",107036,265
"149","42085","Mercer County, Pennsylvania","bachdegree",10610,1249
"150","42085","Mercer County, Pennsylvania","medincome",20943,977
"151","42089","Monroe County, Pennsylvania","totpop",169896,NA
"152","42089","Monroe County, Pennsylvania","medage",40,0.5
"153","42089","Monroe County, Pennsylvania","totpopwhite",135199,2088
"154","42089","Monroe County, Pennsylvania","bachdegree",19063,2656
"155","42089","Monroe County, Pennsylvania","medincome",23109,1958
"156","42091","Montgomery County, Pennsylvania","totpop",801052,NA
"157","42091","Montgomery County, Pennsylvania","medage",40.6,0.3
"158","42091","Montgomery County, Pennsylvania","totpopwhite",658853,2176
"159","42091","Montgomery County, Pennsylvania","bachdegree",147094,5071
"160","42091","Montgomery County, Pennsylvania","medincome",36633,673
"161","42095","Northampton County, Pennsylvania","totpop",298101,NA
"162","42095","Northampton County, Pennsylvania","medage",41,0.5
"163","42095","Northampton County, Pennsylvania","totpopwhite",259437,2491
"164","42095","Northampton County, Pennsylvania","bachdegree",33855,3022
"165","42095","Northampton County, Pennsylvania","medincome",27794,1271
"166","42097","Northumberland County, Pennsylvania","totpop",94366,NA
"167","42097","Northumberland County, Pennsylvania","medage",43.7,0.7
"168","42097","Northumberland County, Pennsylvania","totpopwhite",90456,521
"169","42097","Northumberland County, Pennsylvania","bachdegree",6506,1021
"170","42097","Northumberland County, Pennsylvania","medincome",20812,1128
"171","42101","Philadelphia County, Pennsylvania","totpop",1528306,NA
"172","42101","Philadelphia County, Pennsylvania","medage",33.5,0.2
"173","42101","Philadelphia County, Pennsylvania","totpopwhite",634294,6329
"174","42101","Philadelphia County, Pennsylvania","bachdegree",125477,6417
"175","42101","Philadelphia County, Pennsylvania","medincome",20743,483
"176","42107","Schuylkill County, Pennsylvania","totpop",148228,NA
"177","42107","Schuylkill County, Pennsylvania","medage",43.2,0.6
"178","42107","Schuylkill County, Pennsylvania","totpopwhite",140301,562
"179","42107","Schuylkill County, Pennsylvania","bachdegree",9801,1137
"180","42107","Schuylkill County, Pennsylvania","medincome",21681,763
"181","42111","Somerset County, Pennsylvania","totpop",77626,NA
"182","42111","Somerset County, Pennsylvania","medage",44.2,0.4
"183","42111","Somerset County, Pennsylvania","totpopwhite",74594,416
"184","42111","Somerset County, Pennsylvania","bachdegree",4884,826
"185","42111","Somerset County, Pennsylvania","medincome",20976,1067
"186","42125","Washington County, Pennsylvania","totpop",207875,NA
"187","42125","Washington County, Pennsylvania","medage",43.3,0.3
"188","42125","Washington County, Pennsylvania","totpopwhite",195619,725
"189","42125","Washington County, Pennsylvania","bachdegree",24441,2150
"190","42125","Washington County, Pennsylvania","medincome",24525,1275
"191","42129","Westmoreland County, Pennsylvania","totpop",365012,NA
"192","42129","Westmoreland County, Pennsylvania","medage",45.3,0.2
"193","42129","Westmoreland County, Pennsylvania","totpopwhite",348232,564
"194","42129","Westmoreland County, Pennsylvania","bachdegree",44564,2557
"195","42129","Westmoreland County, Pennsylvania","medincome",24602,900
"196","42133","York County, Pennsylvania","totpop",435490,NA
"197","42133","York County, Pennsylvania","medage",40.2,0.3
"198","42133","York County, Pennsylvania","totpopwhite",385017,2357
"199","42133","York County, Pennsylvania","bachdegree",42017,2735
"200","42133","York County, Pennsylvania","medincome",28539,997
