"","GEOID","NAME","variable","estimate","moe"
"35","42021","Cambria County, Pennsylvania","bachdegree",11023,1436
"36","42021","Cambria County, Pennsylvania","medincome",19647,786
"37","42027","Centre County, Pennsylvania","totpop",124263,0
"38","42027","Centre County, Pennsylvania","medage",29.8,0.3
"39","42027","Centre County, Pennsylvania","bachdegree",15662,1464
"40","42027","Centre County, Pennsylvania","medincome",18304,1350
"41","42029","Chester County, Pennsylvania","totpop",458141,0
"42","42029","Chester County, Pennsylvania","medage",38.8,0.3
"43","42029","Chester County, Pennsylvania","bachdegree",84440,4221
"44","42029","Chester County, Pennsylvania","medincome",36232,913
"45","42033","Clearfield County, Pennsylvania","totpop",79001,0
"46","42033","Clearfield County, Pennsylvania","medage",41.4,0.5
"47","42033","Clearfield County, Pennsylvania","bachdegree",5241,951
"48","42033","Clearfield County, Pennsylvania","medincome",19005,1028
"49","42039","Crawford County, Pennsylvania","totpop",85445,0
"50","42039","Crawford County, Pennsylvania","medage",40.1,0.4
"51","42039","Crawford County, Pennsylvania","bachdegree",5879,845
"52","42039","Crawford County, Pennsylvania","medincome",19212,915
"53","42041","Cumberland County, Pennsylvania","totpop",208751,0
"54","42041","Cumberland County, Pennsylvania","medage",40.4,0.6
"55","42041","Cumberland County, Pennsylvania","bachdegree",31621,2252
"56","42041","Cumberland County, Pennsylvania","medincome",29374,1219
"57","42043","Dauphin County, Pennsylvania","totpop",247379,0
"58","42043","Dauphin County, Pennsylvania","medage",39.3,0.6
"59","42043","Dauphin County, Pennsylvania","bachdegree",27700,2505
"60","42043","Dauphin County, Pennsylvania","medincome",27493,906
"61","42045","Delaware County, Pennsylvania","totpop",531609,0
"62","42045","Delaware County, Pennsylvania","medage",39.8,0.4
"63","42045","Delaware County, Pennsylvania","bachdegree",71197,3274
"64","42045","Delaware County, Pennsylvania","medincome",29298,1127
"65","42049","Erie County, Pennsylvania","totpop",266662,0
"66","42049","Erie County, Pennsylvania","medage",38.5,0.5
"67","42049","Erie County, Pennsylvania","bachdegree",28528,2619
"68","42049","Erie County, Pennsylvania","medincome",21599,725
"69","42051","Fayette County, Pennsylvania","totpop",141661,0
"70","42051","Fayette County, Pennsylvania","medage",40.8,0.7
"71","42051","Fayette County, Pennsylvania","bachdegree",7530,1412
"72","42051","Fayette County, Pennsylvania","medincome",18200,1474
"73","42055","Franklin County, Pennsylvania","totpop",134409,0
"74","42055","Franklin County, Pennsylvania","medage",38.7,0.5
"75","42055","Franklin County, Pennsylvania","bachdegree",8906,1675
"76","42055","Franklin County, Pennsylvania","medincome",25180,1062
"77","42063","Indiana County, Pennsylvania","totpop",83256,0
"78","42063","Indiana County, Pennsylvania","medage",37.9,0.6
"79","42063","Indiana County, Pennsylvania","bachdegree",6424,1129
"80","42063","Indiana County, Pennsylvania","medincome",18114,1240
"81","42069","Lackawanna County, Pennsylvania","totpop",201201,0
"82","42069","Lackawanna County, Pennsylvania","medage",41.1,0.5
"83","42069","Lackawanna County, Pennsylvania","bachdegree",21471,2311
"84","42069","Lackawanna County, Pennsylvania","medincome",20973,994
"85","42071","Lancaster County, Pennsylvania","totpop",476155,0
"86","42071","Lancaster County, Pennsylvania","medage",37.1,0.4
"87","42071","Lancaster County, Pennsylvania","bachdegree",48541,3405
"88","42071","Lancaster County, Pennsylvania","medincome",26426,807
"89","42073","Lawrence County, Pennsylvania","totpop",89742,0
"90","42073","Lawrence County, Pennsylvania","medage",41.9,0.8
"91","42073","Lawrence County, Pennsylvania","bachdegree",7583,1210
"92","42073","Lawrence County, Pennsylvania","medincome",21010,986
"93","42075","Lebanon County, Pennsylvania","totpop",121054,0
"94","42075","Lebanon County, Pennsylvania","medage",39.9,1
"95","42075","Lebanon County, Pennsylvania","bachdegree",11206,1500
"96","42075","Lebanon County, Pennsylvania","medincome",26200,1227
"97","42077","Lehigh County, Pennsylvania","totpop",319993,0
"98","42077","Lehigh County, Pennsylvania","medage",39.1,0.5
"99","42077","Lehigh County, Pennsylvania","bachdegree",37296,2651
"100","42077","Lehigh County, Pennsylvania","medincome",26018,827
"101","42079","Luzerne County, Pennsylvania","totpop",299279,0
"102","42079","Luzerne County, Pennsylvania","medage",42.3,0.4
"103","42079","Luzerne County, Pennsylvania","bachdegree",28604,2650
"104","42079","Luzerne County, Pennsylvania","medincome",20535,606
"105","42081","Lycoming County, Pennsylvania","totpop",112735,0
"106","42081","Lycoming County, Pennsylvania","medage",40.5,0.6
"107","42081","Lycoming County, Pennsylvania","bachdegree",7948,1119
"108","42081","Lycoming County, Pennsylvania","medincome",21202,744
"109","42085","Mercer County, Pennsylvania","totpop",112981,0
"110","42085","Mercer County, Pennsylvania","medage",42,0.6
"111","42085","Mercer County, Pennsylvania","bachdegree",10206,955
"112","42085","Mercer County, Pennsylvania","medincome",21931,715
"113","42089","Monroe County, Pennsylvania","totpop",159175,0
"114","42089","Monroe County, Pennsylvania","medage",37.6,0.5
"115","42089","Monroe County, Pennsylvania","bachdegree",11478,1837
"116","42089","Monroe County, Pennsylvania","medincome",24507,1731
"117","42091","Montgomery County, Pennsylvania","totpop",753046,0
"118","42091","Montgomery County, Pennsylvania","medage",39.9,0.3
"119","42091","Montgomery County, Pennsylvania","bachdegree",126820,5684
"120","42091","Montgomery County, Pennsylvania","medincome",35162,836
"121","42095","Northampton County, Pennsylvania","totpop",276878,0
"122","42095","Northampton County, Pennsylvania","medage",39.7,0.5
"123","42095","Northampton County, Pennsylvania","bachdegree",31336,2889
"124","42095","Northampton County, Pennsylvania","medincome",27871,1034
"125","42097","Northumberland County, Pennsylvania","totpop",88726,0
"126","42097","Northumberland County, Pennsylvania","medage",42.5,0.4
"127","42097","Northumberland County, Pennsylvania","bachdegree",5640,968
"128","42097","Northumberland County, Pennsylvania","medincome",20698,973
"129","42101","Philadelphia County, Pennsylvania","totpop",1406415,0
"130","42101","Philadelphia County, Pennsylvania","medage",35.3,0.1
"131","42101","Philadelphia County, Pennsylvania","bachdegree",110110,5752
"132","42101","Philadelphia County, Pennsylvania","medincome",20852,462
"133","42107","Schuylkill County, Pennsylvania","totpop",139811,0
"134","42107","Schuylkill County, Pennsylvania","medage",42.6,0.4
"135","42107","Schuylkill County, Pennsylvania","bachdegree",8639,1205
"136","42107","Schuylkill County, Pennsylvania","medincome",21101,760
"137","42111","Somerset County, Pennsylvania","totpop",74617,0
"138","42111","Somerset County, Pennsylvania","medage",42.5,0.6
"139","42111","Somerset County, Pennsylvania","bachdegree",4961,884
"140","42111","Somerset County, Pennsylvania","medincome",20309,1005
"141","42125","Washington County, Pennsylvania","totpop",200938,0
"142","42125","Washington County, Pennsylvania","medage",41.8,0.4
"143","42125","Washington County, Pennsylvania","bachdegree",22279,2180
"144","42125","Washington County, Pennsylvania","medincome",23463,1049
"145","42129","Westmoreland County, Pennsylvania","totpop",358687,0
"146","42129","Westmoreland County, Pennsylvania","medage",43.2,0.3
"147","42129","Westmoreland County, Pennsylvania","bachdegree",36645,2721
"148","42129","Westmoreland County, Pennsylvania","medincome",22740,748
"149","42133","York County, Pennsylvania","totpop",400670,0
"150","42133","York County, Pennsylvania","medage",39.5,0.3
"151","42133","York County, Pennsylvania","bachdegree",33720,2788
"152","42133","York County, Pennsylvania","medincome",25738,663
