"","GEOID","NAME","variable","estimate","moe"
"68","42039","Crawford County, Pennsylvania","totpopwhite",86123,265
"69","42039","Crawford County, Pennsylvania","bachdegree",5904,846
"70","42039","Crawford County, Pennsylvania","medincome",18268,1027
"71","42041","Cumberland County, Pennsylvania","totpop",226117,0
"72","42041","Cumberland County, Pennsylvania","medage",40,0.6
"73","42041","Cumberland County, Pennsylvania","totpopwhite",210628,585
"74","42041","Cumberland County, Pennsylvania","bachdegree",29265,2376
"75","42041","Cumberland County, Pennsylvania","medincome",27272,789
"76","42043","Dauphin County, Pennsylvania","totpop",254176,0
"77","42043","Dauphin County, Pennsylvania","medage",39.9,0.5
"78","42043","Dauphin County, Pennsylvania","totpopwhite",191946,1467
"79","42043","Dauphin County, Pennsylvania","bachdegree",28441,2227
"80","42043","Dauphin County, Pennsylvania","medincome",26984,785
"81","42045","Delaware County, Pennsylvania","totpop",555996,0
"82","42045","Delaware County, Pennsylvania","medage",38.8,0.4
"83","42045","Delaware County, Pennsylvania","totpopwhite",418865,1354
"84","42045","Delaware County, Pennsylvania","bachdegree",71471,3790
"85","42045","Delaware County, Pennsylvania","medincome",28719,998
"86","42049","Erie County, Pennsylvania","totpop",279811,0
"87","42049","Erie County, Pennsylvania","medage",38.3,0.4
"88","42049","Erie County, Pennsylvania","totpopwhite",251757,1304
"89","42049","Erie County, Pennsylvania","bachdegree",25769,2516
"90","42049","Erie County, Pennsylvania","medincome",20639,701
"91","42051","Fayette County, Pennsylvania","totpop",145760,0
"92","42051","Fayette County, Pennsylvania","medage",41.4,0.5
"93","42051","Fayette County, Pennsylvania","totpopwhite",NA,NA
"94","42051","Fayette County, Pennsylvania","bachdegree",10046,1394
"95","42051","Fayette County, Pennsylvania","medincome",16730,972
"96","42055","Franklin County, Pennsylvania","totpop",139991,0
"97","42055","Franklin County, Pennsylvania","medage",39.6,0.8
"98","42055","Franklin County, Pennsylvania","totpopwhite",132582,906
"99","42055","Franklin County, Pennsylvania","bachdegree",9998,1376
"100","42055","Franklin County, Pennsylvania","medincome",26041,839
"101","42063","Indiana County, Pennsylvania","totpop",88234,0
"102","42063","Indiana County, Pennsylvania","medage",37.7,0.7
"103","42063","Indiana County, Pennsylvania","totpopwhite",84940,187
"104","42063","Indiana County, Pennsylvania","bachdegree",5970,776
"105","42063","Indiana County, Pennsylvania","medincome",17252,1170
"106","42069","Lackawanna County, Pennsylvania","totpop",209728,0
"107","42069","Lackawanna County, Pennsylvania","medage",41.6,0.4
"108","42069","Lackawanna County, Pennsylvania","totpopwhite",200126,844
"109","42069","Lackawanna County, Pennsylvania","bachdegree",20138,1944
"110","42069","Lackawanna County, Pennsylvania","medincome",20766,648
"111","42071","Lancaster County, Pennsylvania","totpop",494486,0
"112","42071","Lancaster County, Pennsylvania","medage",37.5,0.3
"113","42071","Lancaster County, Pennsylvania","totpopwhite",450731,2737
"114","42071","Lancaster County, Pennsylvania","bachdegree",49725,3053
"115","42071","Lancaster County, Pennsylvania","medincome",26413,629
"116","42073","Lawrence County, Pennsylvania","totpop",91795,0
"117","42073","Lawrence County, Pennsylvania","medage",42.9,0.7
"118","42073","Lawrence County, Pennsylvania","totpopwhite",NA,NA
"119","42073","Lawrence County, Pennsylvania","bachdegree",7411,1078
"120","42073","Lawrence County, Pennsylvania","medincome",20591,1127
"121","42075","Lebanon County, Pennsylvania","totpop",126883,0
"122","42075","Lebanon County, Pennsylvania","medage",39.9,0.6
"123","42075","Lebanon County, Pennsylvania","totpopwhite",116114,604
"124","42075","Lebanon County, Pennsylvania","bachdegree",10514,1373
"125","42075","Lebanon County, Pennsylvania","medincome",25290,1306
"126","42077","Lehigh County, Pennsylvania","totpop",335544,0
"127","42077","Lehigh County, Pennsylvania","medage",38.9,0.5
"128","42077","Lehigh County, Pennsylvania","totpopwhite",273984,2830
"129","42077","Lehigh County, Pennsylvania","bachdegree",34693,2494
"130","42077","Lehigh County, Pennsylvania","medincome",25132,909
"131","42079","Luzerne County, Pennsylvania","totpop",313020,0
"132","42079","Luzerne County, Pennsylvania","medage",42.3,0.3
"133","42079","Luzerne County, Pennsylvania","totpopwhite",296635,1130
"134","42079","Luzerne County, Pennsylvania","bachdegree",27885,2290
"135","42079","Luzerne County, Pennsylvania","medincome",21178,552
"136","42081","Lycoming County, Pennsylvania","totpop",117668,0
"137","42081","Lycoming County, Pennsylvania","medage",40.9,0.9
"138","42081","Lycoming County, Pennsylvania","totpopwhite",109893,301
"139","42081","Lycoming County, Pennsylvania","bachdegree",10808,1294
"140","42081","Lycoming County, Pennsylvania","medincome",19604,917
"141","42085","Mercer County, Pennsylvania","totpop",118551,0
"142","42085","Mercer County, Pennsylvania","medage",41,0.9
"143","42085","Mercer County, Pennsylvania","totpopwhite",109862,179
"144","42085","Mercer County, Pennsylvania","bachdegree",10165,1195
"145","42085","Mercer County, Pennsylvania","medincome",20022,1020
"146","42089","Monroe County, Pennsylvania","totpop",165685,0
"147","42089","Monroe County, Pennsylvania","medage",37.5,0.6
"148","42089","Monroe County, Pennsylvania","totpopwhite",134688,2078
"149","42089","Monroe County, Pennsylvania","bachdegree",18916,2270
"150","42089","Monroe County, Pennsylvania","medincome",23242,1490
"151","42091","Montgomery County, Pennsylvania","totpop",775688,0
"152","42091","Montgomery County, Pennsylvania","medage",40.1,0.3
"153","42091","Montgomery County, Pennsylvania","totpopwhite",656682,1514
"154","42091","Montgomery County, Pennsylvania","bachdegree",136016,4741
"155","42091","Montgomery County, Pennsylvania","medincome",35023,851
"156","42095","Northampton County, Pennsylvania","totpop",291306,0
"157","42095","Northampton County, Pennsylvania","medage",39.4,0.5
"158","42095","Northampton County, Pennsylvania","totpopwhite",255291,2160
"159","42095","Northampton County, Pennsylvania","bachdegree",31036,2232
"160","42095","Northampton County, Pennsylvania","medincome",26673,737
"161","42097","Northumberland County, Pennsylvania","totpop",91654,0
"162","42097","Northumberland County, Pennsylvania","medage",42.5,0.3
"163","42097","Northumberland County, Pennsylvania","totpopwhite",88358,313
"164","42097","Northumberland County, Pennsylvania","bachdegree",5535,945
"165","42097","Northumberland County, Pennsylvania","medincome",20329,1156
"166","42101","Philadelphia County, Pennsylvania","totpop",1448394,0
"167","42101","Philadelphia County, Pennsylvania","medage",35.4,0.1
"168","42101","Philadelphia County, Pennsylvania","totpopwhite",605796,6180
"169","42101","Philadelphia County, Pennsylvania","bachdegree",110680,5613
"170","42101","Philadelphia County, Pennsylvania","medincome",20117,488
"171","42107","Schuylkill County, Pennsylvania","totpop",147405,0
"172","42107","Schuylkill County, Pennsylvania","medage",42,0.5
"173","42107","Schuylkill County, Pennsylvania","totpopwhite",140684,403
"174","42107","Schuylkill County, Pennsylvania","bachdegree",7969,1208
"175","42107","Schuylkill County, Pennsylvania","medincome",20099,869
"176","42111","Somerset County, Pennsylvania","totpop",78508,0
"177","42111","Somerset County, Pennsylvania","medage",42.2,0.5
"178","42111","Somerset County, Pennsylvania","totpopwhite",NA,NA
"179","42111","Somerset County, Pennsylvania","bachdegree",4475,853
"180","42111","Somerset County, Pennsylvania","medincome",17287,883
"181","42125","Washington County, Pennsylvania","totpop",206432,0
"182","42125","Washington County, Pennsylvania","medage",42.4,0.4
"183","42125","Washington County, Pennsylvania","totpopwhite",195685,302
"184","42125","Washington County, Pennsylvania","bachdegree",22635,1780
"185","42125","Washington County, Pennsylvania","medincome",23730,1185
"186","42129","Westmoreland County, Pennsylvania","totpop",366440,0
"187","42129","Westmoreland County, Pennsylvania","medage",43.3,0.3
"188","42129","Westmoreland County, Pennsylvania","totpopwhite",351771,336
"189","42129","Westmoreland County, Pennsylvania","bachdegree",41790,2716
"190","42129","Westmoreland County, Pennsylvania","medincome",22698,716
"191","42133","York County, Pennsylvania","totpop",416322,0
"192","42133","York County, Pennsylvania","medage",39.4,0.3
"193","42133","York County, Pennsylvania","totpopwhite",381658,1695
"194","42133","York County, Pennsylvania","bachdegree",39851,2803
"195","42133","York County, Pennsylvania","medincome",27073,608
