"","GEOID","NAME","variable","estimate","moe"
"65","42033","Clearfield County, Pennsylvania","medincome",20795,1055
"66","42037","Columbia County, Pennsylvania","totpop",67122,NA
"67","42037","Columbia County, Pennsylvania","medage",39.9,1.4
"68","42037","Columbia County, Pennsylvania","totpopwhite",63360,685
"69","42037","Columbia County, Pennsylvania","bachdegree",6612,1005
"70","42037","Columbia County, Pennsylvania","medincome",23954,2339
"71","42039","Crawford County, Pennsylvania","totpop",87175,NA
"72","42039","Crawford County, Pennsylvania","medage",42.5,0.4
"73","42039","Crawford County, Pennsylvania","totpopwhite",83495,117
"74","42039","Crawford County, Pennsylvania","bachdegree",7528,990
"75","42039","Crawford County, Pennsylvania","medincome",23076,1111
"76","42041","Cumberland County, Pennsylvania","totpop",243762,NA
"77","42041","Cumberland County, Pennsylvania","medage",40.7,0.5
"78","42041","Cumberland County, Pennsylvania","totpopwhite",217479,1144
"79","42041","Cumberland County, Pennsylvania","bachdegree",34779,2584
"80","42041","Cumberland County, Pennsylvania","medincome",31462,944
"81","42043","Dauphin County, Pennsylvania","totpop",271453,NA
"82","42043","Dauphin County, Pennsylvania","medage",39.8,0.4
"83","42043","Dauphin County, Pennsylvania","totpopwhite",198849,1821
"84","42043","Dauphin County, Pennsylvania","bachdegree",32339,3242
"85","42043","Dauphin County, Pennsylvania","medincome",30482,779
"86","42045","Delaware County, Pennsylvania","totpop",562960,NA
"87","42045","Delaware County, Pennsylvania","medage",38.7,0.4
"88","42045","Delaware County, Pennsylvania","totpopwhite",399246,1475
"89","42045","Delaware County, Pennsylvania","bachdegree",78512,4160
"90","42045","Delaware County, Pennsylvania","medincome",31389,704
"91","42049","Erie County, Pennsylvania","totpop",278443,NA
"92","42049","Erie County, Pennsylvania","medage",39.4,0.7
"93","42049","Erie County, Pennsylvania","totpopwhite",242549,1275
"94","42049","Erie County, Pennsylvania","bachdegree",33816,2372
"95","42049","Erie County, Pennsylvania","medincome",24007,1085
"96","42051","Fayette County, Pennsylvania","totpop",134086,NA
"97","42051","Fayette County, Pennsylvania","medage",44.7,0.3
"98","42051","Fayette County, Pennsylvania","totpopwhite",NA,NA
"99","42051","Fayette County, Pennsylvania","bachdegree",8976,1104
"100","42051","Fayette County, Pennsylvania","medincome",22022,1006
"101","42055","Franklin County, Pennsylvania","totpop",152892,NA
"102","42055","Franklin County, Pennsylvania","medage",41.2,0.7
"103","42055","Franklin County, Pennsylvania","totpopwhite",142493,639
"104","42055","Franklin County, Pennsylvania","bachdegree",11579,1668
"105","42055","Franklin County, Pennsylvania","medincome",26508,1218
"106","42063","Indiana County, Pennsylvania","totpop",87706,NA
"107","42063","Indiana County, Pennsylvania","medage",38.7,0.4
"108","42063","Indiana County, Pennsylvania","totpopwhite",82409,194
"109","42063","Indiana County, Pennsylvania","bachdegree",8083,1445
"110","42063","Indiana County, Pennsylvania","medincome",21889,843
"111","42069","Lackawanna County, Pennsylvania","totpop",212719,NA
"112","42069","Lackawanna County, Pennsylvania","medage",42.7,0.4
"113","42069","Lackawanna County, Pennsylvania","totpopwhite",197218,948
"114","42069","Lackawanna County, Pennsylvania","bachdegree",24427,2359
"115","42069","Lackawanna County, Pennsylvania","medincome",24309,1393
"116","42071","Lancaster County, Pennsylvania","totpop",533320,NA
"117","42071","Lancaster County, Pennsylvania","medage",38.5,0.4
"118","42071","Lancaster County, Pennsylvania","totpopwhite",468111,3462
"119","42071","Lancaster County, Pennsylvania","bachdegree",59681,3651
"120","42071","Lancaster County, Pennsylvania","medincome",29235,889
"121","42073","Lawrence County, Pennsylvania","totpop",88771,NA
"122","42073","Lawrence County, Pennsylvania","medage",44.9,0.2
"123","42073","Lawrence County, Pennsylvania","totpopwhite",NA,NA
"124","42073","Lawrence County, Pennsylvania","bachdegree",7549,1235
"125","42073","Lawrence County, Pennsylvania","medincome",24185,1906
"126","42075","Lebanon County, Pennsylvania","totpop",136359,NA
"127","42075","Lebanon County, Pennsylvania","medage",41.8,0.9
"128","42075","Lebanon County, Pennsylvania","totpopwhite",119918,1663
"129","42075","Lebanon County, Pennsylvania","bachdegree",12520,1422
"130","42075","Lebanon County, Pennsylvania","medincome",29536,1639
"131","42077","Lehigh County, Pennsylvania","totpop",357823,NA
"132","42077","Lehigh County, Pennsylvania","medage",39.8,0.5
"133","42077","Lehigh County, Pennsylvania","totpopwhite",275619,4253
"134","42077","Lehigh County, Pennsylvania","bachdegree",43165,2885
"135","42077","Lehigh County, Pennsylvania","medincome",27723,1068
"136","42079","Luzerne County, Pennsylvania","totpop",318829,NA
"137","42079","Luzerne County, Pennsylvania","medage",42.7,0.5
"138","42079","Luzerne County, Pennsylvania","totpopwhite",286830,2937
"139","42079","Luzerne County, Pennsylvania","bachdegree",31209,2241
"140","42079","Luzerne County, Pennsylvania","medincome",24910,759
"141","42081","Lycoming County, Pennsylvania","totpop",116508,NA
"142","42081","Lycoming County, Pennsylvania","medage",42.1,0.9
"143","42081","Lycoming County, Pennsylvania","totpopwhite",106037,1184
"144","42081","Lycoming County, Pennsylvania","bachdegree",10836,1250
"145","42081","Lycoming County, Pennsylvania","medincome",23585,1192
"146","42085","Mercer County, Pennsylvania","totpop",114884,NA
"147","42085","Mercer County, Pennsylvania","medage",44.6,0.3
"148","42085","Mercer County, Pennsylvania","totpopwhite",104691,644
"149","42085","Mercer County, Pennsylvania","bachdegree",11467,1299
"150","42085","Mercer County, Pennsylvania","medincome",22150,833
"151","42089","Monroe County, Pennsylvania","totpop",166314,NA
"152","42089","Monroe County, Pennsylvania","medage",42.6,1
"153","42089","Monroe County, Pennsylvania","totpopwhite",131762,2274
"154","42089","Monroe County, Pennsylvania","bachdegree",16735,2080
"155","42089","Monroe County, Pennsylvania","medincome",25131,2394
"156","42091","Montgomery County, Pennsylvania","totpop",816857,NA
"157","42091","Montgomery County, Pennsylvania","medage",41.3,0.2
"158","42091","Montgomery County, Pennsylvania","totpopwhite",655005,2245
"159","42091","Montgomery County, Pennsylvania","bachdegree",148935,5737
"160","42091","Montgomery County, Pennsylvania","medincome",37622,1072
"161","42095","Northampton County, Pennsylvania","totpop",300654,NA
"162","42095","Northampton County, Pennsylvania","medage",41.7,0.5
"163","42095","Northampton County, Pennsylvania","totpopwhite",259243,2398
"164","42095","Northampton County, Pennsylvania","bachdegree",36780,2733
"165","42095","Northampton County, Pennsylvania","medincome",29474,1267
"166","42097","Northumberland County, Pennsylvania","totpop",93944,NA
"167","42097","Northumberland County, Pennsylvania","medage",44,0.5
"168","42097","Northumberland County, Pennsylvania","totpopwhite",NA,NA
"169","42097","Northumberland County, Pennsylvania","bachdegree",5765,964
"170","42097","Northumberland County, Pennsylvania","medincome",22451,1345
"171","42101","Philadelphia County, Pennsylvania","totpop",1560297,NA
"172","42101","Philadelphia County, Pennsylvania","medage",33.8,0.2
"173","42101","Philadelphia County, Pennsylvania","totpopwhite",664708,8493
"174","42101","Philadelphia County, Pennsylvania","bachdegree",157342,7063
"175","42101","Philadelphia County, Pennsylvania","medincome",22496,694
"176","42107","Schuylkill County, Pennsylvania","totpop",145797,NA
"177","42107","Schuylkill County, Pennsylvania","medage",44.1,0.3
"178","42107","Schuylkill County, Pennsylvania","totpopwhite",136964,755
"179","42107","Schuylkill County, Pennsylvania","bachdegree",10931,1186
"180","42107","Schuylkill County, Pennsylvania","medincome",24584,1114
"181","42111","Somerset County, Pennsylvania","totpop",76218,NA
"182","42111","Somerset County, Pennsylvania","medage",45.6,0.4
"183","42111","Somerset County, Pennsylvania","totpopwhite",72693,202
"184","42111","Somerset County, Pennsylvania","bachdegree",5372,827
"185","42111","Somerset County, Pennsylvania","medincome",22267,1106
"186","42125","Washington County, Pennsylvania","totpop",208187,NA
"187","42125","Washington County, Pennsylvania","medage",44.3,0.2
"188","42125","Washington County, Pennsylvania","totpopwhite",194476,1081
"189","42125","Washington County, Pennsylvania","bachdegree",26369,1826
"190","42125","Washington County, Pennsylvania","medincome",28723,2010
"191","42129","Westmoreland County, Pennsylvania","totpop",359320,NA
"192","42129","Westmoreland County, Pennsylvania","medage",46.2,0.2
"193","42129","Westmoreland County, Pennsylvania","totpopwhite",341629,503
"194","42129","Westmoreland County, Pennsylvania","bachdegree",44968,2613
"195","42129","Westmoreland County, Pennsylvania","medincome",27972,1126
"196","42133","York County, Pennsylvania","totpop",440755,NA
"197","42133","York County, Pennsylvania","medage",41.3,0.5
"198","42133","York County, Pennsylvania","totpopwhite",391891,2303
"199","42133","York County, Pennsylvania","bachdegree",47045,3623
"200","42133","York County, Pennsylvania","medincome",29528,913
