"","GEOID","NAME","variable","estimate","moe"
"34","42017","Bucks County, Pennsylvania","bachdegree",89128,4084
"35","42017","Bucks County, Pennsylvania","medincome",35702,710
"36","42019","Butler County, Pennsylvania","totpop",182902,0
"37","42019","Butler County, Pennsylvania","medage",39.8,0.5
"38","42019","Butler County, Pennsylvania","totpopwhite",177230,516
"39","42019","Butler County, Pennsylvania","bachdegree",25460,1866
"40","42019","Butler County, Pennsylvania","medincome",27026,1095
"41","42021","Cambria County, Pennsylvania","totpop",144319,0
"42","42021","Cambria County, Pennsylvania","medage",43.2,0.5
"43","42021","Cambria County, Pennsylvania","totpopwhite",136414,501
"44","42021","Cambria County, Pennsylvania","bachdegree",10123,1177
"45","42021","Cambria County, Pennsylvania","medincome",20871,954
"46","42027","Centre County, Pennsylvania","totpop",144779,0
"47","42027","Centre County, Pennsylvania","medage",28.9,0.5
"48","42027","Centre County, Pennsylvania","totpopwhite",130451,638
"49","42027","Centre County, Pennsylvania","bachdegree",16141,1801
"50","42027","Centre County, Pennsylvania","medincome",19766,1360
"51","42029","Chester County, Pennsylvania","totpop",491489,0
"52","42029","Chester County, Pennsylvania","medage",38.7,0.3
"53","42029","Chester County, Pennsylvania","totpopwhite",433537,1700
"54","42029","Chester County, Pennsylvania","bachdegree",98920,4425
"55","42029","Chester County, Pennsylvania","medincome",40115,1459
"56","42033","Clearfield County, Pennsylvania","totpop",82896,0
"57","42033","Clearfield County, Pennsylvania","medage",41.9,0.7
"58","42033","Clearfield County, Pennsylvania","totpopwhite",NA,NA
"59","42033","Clearfield County, Pennsylvania","bachdegree",NA,NA
"60","42033","Clearfield County, Pennsylvania","medincome",19291,1412
"61","42037","Columbia County, Pennsylvania","totpop",65004,0
"62","42037","Columbia County, Pennsylvania","medage",38.9,0.7
"63","42037","Columbia County, Pennsylvania","totpopwhite",NA,NA
"64","42037","Columbia County, Pennsylvania","bachdegree",4927,923
"65","42037","Columbia County, Pennsylvania","medincome",21221,1940
"66","42039","Crawford County, Pennsylvania","totpop",88411,0
"67","42039","Crawford County, Pennsylvania","medage",39.8,0.9
"68","42039","Crawford County, Pennsylvania","totpopwhite",NA,NA
"69","42039","Crawford County, Pennsylvania","bachdegree",7451,1110
"70","42039","Crawford County, Pennsylvania","medincome",20962,1418
"71","42041","Cumberland County, Pennsylvania","totpop",229361,0
"72","42041","Cumberland County, Pennsylvania","medage",40.1,0.7
"73","42041","Cumberland County, Pennsylvania","totpopwhite",212717,851
"74","42041","Cumberland County, Pennsylvania","bachdegree",32922,2220
"75","42041","Cumberland County, Pennsylvania","medincome",29394,1618
"76","42043","Dauphin County, Pennsylvania","totpop",256562,0
"77","42043","Dauphin County, Pennsylvania","medage",39.7,0.3
"78","42043","Dauphin County, Pennsylvania","totpopwhite",195973,2323
"79","42043","Dauphin County, Pennsylvania","bachdegree",28639,2410
"80","42043","Dauphin County, Pennsylvania","medincome",30188,1145
"81","42045","Delaware County, Pennsylvania","totpop",553619,0
"82","42045","Delaware County, Pennsylvania","medage",39.2,0.3
"83","42045","Delaware County, Pennsylvania","totpopwhite",413971,1494
"84","42045","Delaware County, Pennsylvania","bachdegree",76029,3872
"85","42045","Delaware County, Pennsylvania","medincome",31751,578
"86","42049","Erie County, Pennsylvania","totpop",279175,0
"87","42049","Erie County, Pennsylvania","medage",38.6,0.4
"88","42049","Erie County, Pennsylvania","totpopwhite",250875,1663
"89","42049","Erie County, Pennsylvania","bachdegree",26912,2322
"90","42049","Erie County, Pennsylvania","medincome",21919,759
"91","42051","Fayette County, Pennsylvania","totpop",143925,0
"92","42051","Fayette County, Pennsylvania","medage",41.4,0.5
"93","42051","Fayette County, Pennsylvania","totpopwhite",NA,NA
"94","42051","Fayette County, Pennsylvania","bachdegree",8421,1300
"95","42051","Fayette County, Pennsylvania","medincome",18705,1270
"96","42055","Franklin County, Pennsylvania","totpop",143495,0
"97","42055","Franklin County, Pennsylvania","medage",39.8,0.7
"98","42055","Franklin County, Pennsylvania","totpopwhite",135405,748
"99","42055","Franklin County, Pennsylvania","bachdegree",11845,1883
"100","42055","Franklin County, Pennsylvania","medincome",28684,1415
"101","42063","Indiana County, Pennsylvania","totpop",87479,0
"102","42063","Indiana County, Pennsylvania","medage",37.5,0.9
"103","42063","Indiana County, Pennsylvania","totpopwhite",84208,242
"104","42063","Indiana County, Pennsylvania","bachdegree",7969,1284
"105","42063","Indiana County, Pennsylvania","medincome",20445,1176
"106","42069","Lackawanna County, Pennsylvania","totpop",209408,0
"107","42069","Lackawanna County, Pennsylvania","medage",41.7,0.4
"108","42069","Lackawanna County, Pennsylvania","totpopwhite",199073,813
"109","42069","Lackawanna County, Pennsylvania","bachdegree",20904,1866
"110","42069","Lackawanna County, Pennsylvania","medincome",22945,957
"111","42071","Lancaster County, Pennsylvania","totpop",502370,0
"112","42071","Lancaster County, Pennsylvania","medage",37.8,0.3
"113","42071","Lancaster County, Pennsylvania","totpopwhite",456850,2786
"114","42071","Lancaster County, Pennsylvania","bachdegree",51430,3529
"115","42071","Lancaster County, Pennsylvania","medincome",28402,920
"116","42073","Lawrence County, Pennsylvania","totpop",90272,0
"117","42073","Lawrence County, Pennsylvania","medage",42.2,0.7
"118","42073","Lawrence County, Pennsylvania","totpopwhite",NA,NA
"119","42073","Lawrence County, Pennsylvania","bachdegree",7686,1137
"120","42073","Lawrence County, Pennsylvania","medincome",20781,1274
"121","42075","Lebanon County, Pennsylvania","totpop",128934,0
"122","42075","Lebanon County, Pennsylvania","medage",39.8,0.6
"123","42075","Lebanon County, Pennsylvania","totpopwhite",117565,958
"124","42075","Lebanon County, Pennsylvania","bachdegree",11154,1277
"125","42075","Lebanon County, Pennsylvania","medincome",27712,1268
"126","42077","Lehigh County, Pennsylvania","totpop",339989,0
"127","42077","Lehigh County, Pennsylvania","medage",40,0.4
"128","42077","Lehigh County, Pennsylvania","totpopwhite",281416,4213
"129","42077","Lehigh County, Pennsylvania","bachdegree",36876,2286
"130","42077","Lehigh County, Pennsylvania","medincome",27997,1015
"131","42079","Luzerne County, Pennsylvania","totpop",311983,0
"132","42079","Luzerne County, Pennsylvania","medage",42.2,0.3
"133","42079","Luzerne County, Pennsylvania","totpopwhite",292687,1576
"134","42079","Luzerne County, Pennsylvania","bachdegree",29415,2476
"135","42079","Luzerne County, Pennsylvania","medincome",22221,669
"136","42081","Lycoming County, Pennsylvania","totpop",116670,0
"137","42081","Lycoming County, Pennsylvania","medage",40.5,0.6
"138","42081","Lycoming County, Pennsylvania","totpopwhite",109138,203
"139","42081","Lycoming County, Pennsylvania","bachdegree",9160,1511
"140","42081","Lycoming County, Pennsylvania","medincome",21486,979
"141","42085","Mercer County, Pennsylvania","totpop",116652,0
"142","42085","Mercer County, Pennsylvania","medage",41.8,0.6
"143","42085","Mercer County, Pennsylvania","totpopwhite",107803,444
"144","42085","Mercer County, Pennsylvania","bachdegree",10648,1567
"145","42085","Mercer County, Pennsylvania","medincome",21356,765
"146","42089","Monroe County, Pennsylvania","totpop",165058,0
"147","42089","Monroe County, Pennsylvania","medage",38.8,0.7
"148","42089","Monroe County, Pennsylvania","totpopwhite",129646,2758
"149","42089","Monroe County, Pennsylvania","bachdegree",15366,2275
"150","42089","Monroe County, Pennsylvania","medincome",25627,1549
"151","42091","Montgomery County, Pennsylvania","totpop",778048,0
"152","42091","Montgomery County, Pennsylvania","medage",40.7,0.3
"153","42091","Montgomery County, Pennsylvania","totpopwhite",650039,2736
"154","42091","Montgomery County, Pennsylvania","bachdegree",136347,4994
"155","42091","Montgomery County, Pennsylvania","medincome",38317,1237
"156","42095","Northampton County, Pennsylvania","totpop",294787,0
"157","42095","Northampton County, Pennsylvania","medage",39.6,0.4
"158","42095","Northampton County, Pennsylvania","totpopwhite",260695,3218
"159","42095","Northampton County, Pennsylvania","bachdegree",37685,2560
"160","42095","Northampton County, Pennsylvania","medincome",29106,1054
"161","42097","Northumberland County, Pennsylvania","totpop",91091,0
"162","42097","Northumberland County, Pennsylvania","medage",42.4,0.7
"163","42097","Northumberland County, Pennsylvania","totpopwhite",NA,NA
"164","42097","Northumberland County, Pennsylvania","bachdegree",5955,952
"165","42097","Northumberland County, Pennsylvania","medincome",21938,1013
"166","42101","Philadelphia County, Pennsylvania","totpop",1447395,0
"167","42101","Philadelphia County, Pennsylvania","medage",35.7,0.2
"168","42101","Philadelphia County, Pennsylvania","totpopwhite",614069,6077
"169","42101","Philadelphia County, Pennsylvania","bachdegree",110197,5040
"170","42101","Philadelphia County, Pennsylvania","medincome",21650,517
"171","42107","Schuylkill County, Pennsylvania","totpop",147254,0
"172","42107","Schuylkill County, Pennsylvania","medage",41.8,0.6
"173","42107","Schuylkill County, Pennsylvania","totpopwhite",140048,817
"174","42107","Schuylkill County, Pennsylvania","bachdegree",9231,1224
"175","42107","Schuylkill County, Pennsylvania","medincome",23441,996
"176","42111","Somerset County, Pennsylvania","totpop",77454,0
"177","42111","Somerset County, Pennsylvania","medage",43.5,0.3
"178","42111","Somerset County, Pennsylvania","totpopwhite",NA,NA
"179","42111","Somerset County, Pennsylvania","bachdegree",5895,1073
"180","42111","Somerset County, Pennsylvania","medincome",20954,857
"181","42125","Washington County, Pennsylvania","totpop",206407,0
"182","42125","Washington County, Pennsylvania","medage",42.4,0.4
"183","42125","Washington County, Pennsylvania","totpopwhite",195451,348
"184","42125","Washington County, Pennsylvania","bachdegree",26237,2194
"185","42125","Washington County, Pennsylvania","medincome",24890,1351
"186","42129","Westmoreland County, Pennsylvania","totpop",361589,0
"187","42129","Westmoreland County, Pennsylvania","medage",44.3,0.2
"188","42129","Westmoreland County, Pennsylvania","totpopwhite",346046,754
"189","42129","Westmoreland County, Pennsylvania","bachdegree",41597,3127
"190","42129","Westmoreland County, Pennsylvania","medincome",24481,809
"191","42133","York County, Pennsylvania","totpop",424583,0
"192","42133","York County, Pennsylvania","medage",39.5,0.4
"193","42133","York County, Pennsylvania","totpopwhite",385776,2047
"194","42133","York County, Pennsylvania","bachdegree",40462,2673
"195","42133","York County, Pennsylvania","medincome",29213,1193
